'0','ikbb001','Force_Booster(BellatoCape1)'
'1123','ikbfb47','Anti-Curse_Booster_[47_Grade](Bellato)'
'1124','ikbfb48','Anti-Curse_Booster_[48_Grade](Bellato)'
'1125','ikbfb49','Anti-Curse_Booster_[49_Grade](Bellato)'
'1126','ikbfb50','Anti-Curse_Booster_[50_Grade](Bellato)'
'1127','ikbfb51','Anti-Curse_Booster_[51_Grade](Bellato)'
'1128','ikbfb52','Anti-Curse_Booster_[52_Grade](Bellato)'
'1129','ikbfb53','Anti-Curse_Booster_[53_Grade](Bellato)'
'1130','ikbfb54','Anti-Curse_Booster_[54_Grade](Bellato)'
'1131','ikbfb55','Anti-Curse_Booster_[55_Grade](Bellato)'
'1132','ikbfb56','Anti-Curse_Booster_[56_Grade](Bellato)'
'1133','ikbfb57','Anti-Curse_Booster_[57_Grade](Bellato)'
'1134','ikbfb58','Anti-Curse_Booster_[58_Grade](Bellato)'
'1135','ikbfb59','Anti-Curse_Booster_[59_Grade](Bellato)'
'1136','ikbfb60','Anti-Curse_Booster_[60_Grade](Bellato)'
'1137','ikbfb61','Anti-Curse_Booster_[61_Grade](Bellato)'
'1138','ikbfb62','Anti-Curse_Booster_[62_Grade](Bellato)'
'1139','ikbfb63','Anti-Curse_Booster_[63_Grade](Bellato)'
'1140','ikbfb64','Anti-Curse_Booster_[64_Grade](Bellato)'
'1141','ikbfb65','Anti-Curse_Booster_[65_Grade](Bellato)'
'1142','ikbfb66','Anti-Curse_Booster_[66_Grade](Bellato)'
'1143','ikbfb67','Anti-Curse_Booster_[67_Grade](Bellato)'
'1144','ikbfb68','Anti-Curse_Booster_[68_Grade](Bellato)'
'1145','ikbfb69','Anti-Curse_Booster_[69_Grade](Bellato)'
'1146','ikbfb70','Anti-Curse_Booster_[70_Grade](Bellato)'
'1147','ikbfb71','Anti-Curse_Booster_[71_Grade](Bellato)'
'1148','ikbfb72','Anti-Curse_Booster_[72_Grade](Bellato)'
'1149','ikbfb73','Anti-Curse_Booster_[73_Grade](Bellato)'
'1150','ikbfb74','Anti-Curse_Booster_[74_Grade](Bellato)'
'1151','ikbfb75','Anti-Curse_Booster_[75_Grade](Bellato)'
'1152','ikbfb76','Anti-Curse_Booster_[76_Grade](Bellato)'
'1153','ikbfb77','Anti-Curse_Booster_[77_Grade](Bellato)'
'1154','ikbfb78','Anti-Curse_Booster_[78_Grade](Bellato)'
'1155','ikbfb79','Anti-Curse_Booster_[79_Grade](Bellato)'
'1156','ikbfb80','Anti-Curse_Booster_[80_Grade](Bellato)'
'1157','ikbfb81','Anti-Curse_Booster_[81_Grade](Bellato)'
'1158','ikbfb82','Anti-Curse_Booster_[82_Grade](Bellato)'
'1159','ikbfb83','Anti-Curse_Booster_[83_Grade](Bellato)'
'1160','ikbfb84','Anti-Curse_Booster_[84_Grade](Bellato)'
'1161','ikbfb85','Anti-Curse_Booster_[85_Grade](Bellato)'
'1162','ikbfb86','Anti-Curse_Booster_[86_Grade](Bellato)'
'1163','ikbfb87','Anti-Curse_Booster_[87_Grade](Bellato)'
'1164','ikbfb88','Anti-Curse_Booster_[88_Grade](Bellato)'
'1165','ikbfb89','Anti-Curse_Booster_[89_Grade](Bellato)'
'1166','ikbfb90','Anti-Curse_Booster_[90_Grade](Bellato)'
'1167','ikbfb91','Anti-Curse_Booster_[91_Grade](Bellato)'
'1168','ikbfb92','Anti-Curse_Booster_[92_Grade](Bellato)'
'1169','ikbfb93','Anti-Curse_Booster_[93_Grade](Bellato)'
'1170','ikbfb94','Anti-Curse_Booster_[94_Grade](Bellato)'
'1171','ikbfb95','Anti-Curse_Booster_[95_Grade](Bellato)'
'1172','ikbfb96','Anti-Curse_Booster_[96_Grade](Bellato)'
'1173','ikbfb97','Anti-Curse_Booster_[97_Grade](Bellato)'
'1174','ikbfb98','Anti-Curse_Booster_[98_Grade](Bellato)'
'1175','ikbfb99','Anti-Curse_Booster_[99_Grade](Bellato)'
'1176','ikcvb00','Blood_Booster[Standard](Cora)'
'1177','ikcvb01','Blood_Booster[1_Grade](Cora)'
'1178','ikcvb02','Blood_Booster[2_Grade](Cora)'
'1179','ikcvb03','Blood_Booster[3_Grade](Cora)'
'1180','ikcvb04','Blood_Booster[4_Grade](Cora)'
'1181','ikcvb05','Blood_Booster[5_Grade](Cora)'
'1182','ikcvb06','Blood_Booster[6_Grade](Cora)'
'1183','ikcvb07','Blood_Booster[7_Grade](Cora)'
'1184','ikcvb08','Blood_Booster[8_Grade](Cora)'
'1185','ikcvb09','Blood_Booster[9_Grade](Cora)'
'1186','ikcvb10','Blood_Booster[10_Grade](Cora)'
'1187','ikcvb11','Blood_Booster[11_Grade](Cora)'
'1188','ikcvb12','Blood_Booster[12_Grade](Cora)'
'1189','ikcvb13','Blood_Booster[13_Grade](Cora)'
'1190','ikcvb14','Blood_Booster[14_Grade](Cora)'
'1191','ikcvb15','Blood_Booster[15_Grade](Cora)'
'1192','ikcvb16','Blood_Booster[16_Grade](Cora)'
'1193','ikcvb17','Blood_Booster[17_Grade](Cora)'
'1194','ikcvb18','Blood_Booster[18_Grade](Cora)'
'1195','ikcvb19','Blood_Booster[19_Grade](Cora)'
'1196','ikcvb20','Blood_Booster[20_Grade](Cora)'
'1197','ikcvb21','Blood_Booster[21_Grade](Cora)'
'1198','ikcvb22','Blood_Booster[22_Grade](Cora)'
'1199','ikcvb23','Blood_Booster[23_Grade](Cora)'
'1200','ikcvb24','Blood_Booster[24_Grade](Cora)'
'1201','ikcvb25','Blood_Booster[25_Grade](Cora)'
'1202','ikcvb26','Blood_Booster[26_Grade](Cora)'
'1203','ikcvb27','Blood_Booster[27_Grade](Cora)'
'1204','ikcvb28','Blood_Booster[28_Grade](Cora)'
'1205','ikcvb29','Blood_Booster[29_Grade](Cora)'
'1206','ikcvb30','Blood_Booster[30_Grade](Cora)'
'1207','ikcvb31','Blood_Booster[31_Grade](Cora)'
'1208','ikcvb32','Blood_Booster[32_Grade](Cora)'
'1209','ikcvb33','Blood_Booster[33_Grade](Cora)'
'1210','ikcvb34','Blood_Booster[34_Grade](Cora)'
'1211','ikcvb35','Blood_Booster[35_Grade](Cora)'
'1212','ikcvb36','Blood_Booster[36_Grade](Cora)'
'1213','ikcvb37','Blood_Booster[37_Grade](Cora)'
'1214','ikcvb38','Blood_Booster[38_Grade](Cora)'
'1215','ikcvb39','Blood_Booster[39_Grade](Cora)'
'1216','ikcvb40','Blood_Booster[40_Grade](Cora)'
'1217','ikcvb41','Blood_Booster[41_Grade](Cora)'
'1218','ikcvb42','Blood_Booster[42_Grade](Cora)'
'1219','ikcvb43','Blood_Booster[43_Grade](Cora)'
'1220','ikcvb44','Blood_Booster[44_Grade](Cora)'
'1221','ikcvb45','Blood_Booster[45_Grade](Cora)'
'1222','ikcvb46','Blood_Booster[46_Grade](Cora)'
'1223','ikcvb47','Blood_Booster[47_Grade](Cora)'
'1224','ikcvb48','Blood_Booster[48_Grade](Cora)'
'1225','ikcvb49','Blood_Booster[49_Grade](Cora)'
'1226','ikcvb50','Blood_Booster[50_Grade](Cora)'
'1227','ikcvb51','Blood_Booster[51_Grade](Cora)'
'1228','ikcvb52','Blood_Booster[52_Grade](Cora)'
'1229','ikcvb53','Blood_Booster[53_Grade](Cora)'
'1230','ikcvb54','Blood_Booster[54_Grade](Cora)'
'1231','ikcvb55','Blood_Booster[55_Grade](Cora)'
'1232','ikcvb56','Blood_Booster[56_Grade](Cora)'
'1233','ikcvb57','Blood_Booster[57_Grade](Cora)'
'1234','ikcvb58','Blood_Booster[58_Grade](Cora)'
'1235','ikcvb59','Blood_Booster[59_Grade](Cora)'
'1236','ikcvb60','Blood_Booster[60_Grade](Cora)'
'1237','ikcvb61','Blood_Booster[61_Grade](Cora)'
'1238','ikcvb62','Blood_Booster[62_Grade](Cora)'
'1239','ikcvb63','Blood_Booster[63_Grade](Cora)'
'1240','ikcvb64','Blood_Booster[64_Grade](Cora)'
'1241','ikcvb65','Blood_Booster[65_Grade](Cora)'
'1242','ikcvb66','Blood_Booster[66_Grade](Cora)'
'1243','ikcvb67','Blood_Booster[67_Grade](Cora)'
'1244','ikcvb68','Blood_Booster[68_Grade](Cora)'
'1245','ikcvb69','Blood_Booster[69_Grade](Cora)'
'1246','ikcvb70','Blood_Booster[70_Grade](Cora)'
'1247','ikcvb71','Blood_Booster[71_Grade](Cora)'
'1248','ikcvb72','Blood_Booster[72_Grade](Cora)'
'1249','ikcvb73','Blood_Booster[73_Grade](Cora)'
'1250','ikcvb74','Blood_Booster[74_Grade](Cora)'
'1251','ikcvb75','Blood_Booster[75_Grade](Cora)'
'1252','ikcvb76','Blood_Booster[76_Grade](Cora)'
'1253','ikcvb77','Blood_Booster[77_Grade](Cora)'
'1254','ikcvb78','Blood_Booster[78_Grade](Cora)'
'1255','ikcvb79','Blood_Booster[79_Grade](Cora)'
'1256','ikcvb80','Blood_Booster[80_Grade](Cora)'
'1257','ikcvb81','Blood_Booster[81_Grade](Cora)'
'1258','ikcvb82','Blood_Booster[82_Grade](Cora)'
'1259','ikcvb83','Blood_Booster[83_Grade](Cora)'
'1260','ikcvb84','Blood_Booster[84_Grade](Cora)'
'1261','ikcvb85','Blood_Booster[85_Grade](Cora)'
'1262','ikcvb86','Blood_Booster[86_Grade](Cora)'
'1263','ikcvb87','Blood_Booster[87_Grade](Cora)'
'1264','ikcvb88','Blood_Booster[88_Grade](Cora)'
'1265','ikcvb89','Blood_Booster[89_Grade](Cora)'
'1266','ikcvb90','Blood_Booster[90_Grade](Cora)'
'1267','ikcvb91','Blood_Booster[91_Grade](Cora)'
'1268','ikcvb92','Blood_Booster[92_Grade](Cora)'
'1269','ikcvb93','Blood_Booster[93_Grade](Cora)'
'1270','ikcvb94','Blood_Booster[94_Grade](Cora)'
'1271','ikcvb95','Blood_Booster[95_Grade](Cora)'
'1272','ikcvb96','Blood_Booster[96_Grade](Cora)'
'1273','ikcvb97','Blood_Booster[97_Grade](Cora)'
'1274','ikcvb98','Blood_Booster[98_Grade](Cora)'
'1275','ikcvb99','Blood_Booster[99_Grade](Cora)'
'1276','ikctb00','Aiming_Booster[Standard](Cora)'
'1277','ikctb01','Aiming_Booster[1_Grade](Cora)'
'1278','ikctb02','Aiming_Booster[2_Grade](Cora)'
'1279','ikctb03','Aiming_Booster[3_Grade](Cora)'
'1280','ikctb04','Aiming_Booster[4_Grade](Cora)'
'1281','ikctb05','Aiming_Booster[5_Grade](Cora)'
'1282','ikctb06','Aiming_Booster[6_Grade](Cora)'
'1283','ikctb07','Aiming_Booster[7_Grade](Cora)'
'1284','ikctb08','Aiming_Booster[8_Grade](Cora)'
'1285','ikctb09','Aiming_Booster[9_Grade](Cora)'
'1286','ikctb10','Aiming_Booster[10_Grade](Cora)'
'1287','ikctb11','Aiming_Booster[11_Grade](Cora)'
'1288','ikctb12','Aiming_Booster[12_Grade](Cora)'
'1289','ikctb13','Aiming_Booster[13_Grade](Cora)'
'1290','ikctb14','Aiming_Booster[14_Grade](Cora)'
'1291','ikctb15','Aiming_Booster[15_Grade](Cora)'
'1292','ikctb16','Aiming_Booster[16_Grade](Cora)'
'1293','ikctb17','Aiming_Booster[17_Grade](Cora)'
'1294','ikctb18','Aiming_Booster[18_Grade](Cora)'
'1295','ikctb19','Aiming_Booster[19_Grade](Cora)'
'1296','ikctb20','Aiming_Booster[20_Grade](Cora)'
'1297','ikctb21','Aiming_Booster[21_Grade](Cora)'
'1298','ikctb22','Aiming_Booster[22_Grade](Cora)'
'1299','ikctb23','Aiming_Booster[23_Grade](Cora)'
'1300','ikctb24','Aiming_Booster[24_Grade](Cora)'
'1301','ikctb25','Aiming_Booster[25_Grade](Cora)'
'1302','ikctb26','Aiming_Booster[26_Grade](Cora)'
'1303','ikctb27','Aiming_Booster[27_Grade](Cora)'
'1304','ikctb28','Aiming_Booster[28_Grade](Cora)'
'1305','ikctb29','Aiming_Booster[29_Grade](Cora)'
'1306','ikctb30','Aiming_Booster[30_Grade](Cora)'
'1307','ikctb31','Aiming_Booster[31_Grade](Cora)'
'1308','ikctb32','Aiming_Booster[32_Grade](Cora)'
'1309','ikctb33','Aiming_Booster[33_Grade](Cora)'
'1310','ikctb34','Aiming_Booster[34_Grade](Cora)'
'1311','ikctb35','Aiming_Booster[35_Grade](Cora)'
'1312','ikctb36','Aiming_Booster[36_Grade](Cora)'
'1313','ikctb37','Aiming_Booster[37_Grade](Cora)'
'1314','ikctb38','Aiming_Booster[38_Grade](Cora)'
'1315','ikctb39','Aiming_Booster[39_Grade](Cora)'
'1316','ikctb40','Aiming_Booster[40_Grade](Cora)'
'1317','ikctb41','Aiming_Booster[41_Grade](Cora)'
'1318','ikctb42','Aiming_Booster[42_Grade](Cora)'
'1319','ikctb43','Aiming_Booster[43_Grade](Cora)'
'1320','ikctb44','Aiming_Booster[44_Grade](Cora)'
'1321','ikctb45','Aiming_Booster[45_Grade](Cora)'
'1322','ikctb46','Aiming_Booster[46_Grade](Cora)'
'1323','ikctb47','Aiming_Booster[47_Grade](Cora)'
'1324','ikctb48','Aiming_Booster[48_Grade](Cora)'
'1325','ikctb49','Aiming_Booster[49_Grade](Cora)'
'1326','ikctb50','Aiming_Booster[50_Grade](Cora)'
'1327','ikctb51','Aiming_Booster[51_Grade](Cora)'
'1328','ikctb52','Aiming_Booster[52_Grade](Cora)'
'1329','ikctb53','Aiming_Booster[53_Grade](Cora)'
'1330','ikctb54','Aiming_Booster[54_Grade](Cora)'
'1331','ikctb55','Aiming_Booster[55_Grade](Cora)'
'1332','ikctb56','Aiming_Booster[56_Grade](Cora)'
'1333','ikctb57','Aiming_Booster[57_Grade](Cora)'
'1334','ikctb58','Aiming_Booster[58_Grade](Cora)'
'1335','ikctb59','Aiming_Booster[59_Grade](Cora)'
'1336','ikctb60','Aiming_Booster[60_Grade](Cora)'
'1337','ikctb61','Aiming_Booster[61_Grade](Cora)'
'1338','ikctb62','Aiming_Booster[62_Grade](Cora)'
'1339','ikctb63','Aiming_Booster[63_Grade](Cora)'
'1340','ikctb64','Aiming_Booster[64_Grade](Cora)'
'1341','ikctb65','Aiming_Booster[65_Grade](Cora)'
'1342','ikctb66','Aiming_Booster[66_Grade](Cora)'
'1343','ikctb67','Aiming_Booster[67_Grade](Cora)'
'1344','ikctb68','Aiming_Booster[68_Grade](Cora)'
'1345','ikctb69','Aiming_Booster[69_Grade](Cora)'
'1346','ikctb70','Aiming_Booster[70_Grade](Cora)'
'1347','ikctb71','Aiming_Booster[71_Grade](Cora)'
'1348','ikctb72','Aiming_Booster[72_Grade](Cora)'
'1349','ikctb73','Aiming_Booster[73_Grade](Cora)'
'1350','ikctb74','Aiming_Booster[74_Grade](Cora)'
'1351','ikctb75','Aiming_Booster[75_Grade](Cora)'
'1352','ikctb76','Aiming_Booster[76_Grade](Cora)'
'1353','ikctb77','Aiming_Booster[77_Grade](Cora)'
'1354','ikctb78','Aiming_Booster[78_Grade](Cora)'
'1355','ikctb79','Aiming_Booster[79_Grade](Cora)'
'1356','ikctb80','Aiming_Booster[80_Grade](Cora)'
'1357','ikctb81','Aiming_Booster[81_Grade](Cora)'
'1358','ikctb82','Aiming_Booster[82_Grade](Cora)'
'1359','ikctb83','Aiming_Booster[83_Grade](Cora)'
'1360','ikctb84','Aiming_Booster[84_Grade](Cora)'
'1361','ikctb85','Aiming_Booster[85_Grade](Cora)'
'1362','ikctb86','Aiming_Booster[86_Grade](Cora)'
'1363','ikctb87','Aiming_Booster[87_Grade](Cora)'
'1364','ikctb88','Aiming_Booster[88_Grade](Cora)'
'1365','ikctb89','Aiming_Booster[89_Grade](Cora)'
'1366','ikctb90','Aiming_Booster[90_Grade](Cora)'
'1367','ikctb91','Aiming_Booster[91_Grade](Cora)'
'1368','ikctb92','Aiming_Booster[92_Grade](Cora)'
'1369','ikctb93','Aiming_Booster[93_Grade](Cora)'
'1370','ikctb94','Aiming_Booster[94_Grade](Cora)'
'1371','ikctb95','Aiming_Booster[95_Grade](Cora)'
'1372','ikctb96','Aiming_Booster[96_Grade](Cora)'
'1373','ikctb97','Aiming_Booster[97_Grade](Cora)'
'1374','ikctb98','Aiming_Booster[98_Grade](Cora)'
'1375','ikctb99','Aiming_Booster[99_Grade](Cora)'
'1376','ikchb00','Buildup_Booster[Standard](Cora)'
'1377','ikchb01','Buildup_Booster[1st_grade](Cora)'
'1378','ikchb02','Buildup_Booster[2nd_Grade](Cora)'
'1379','ikchb03','Buildup_Booster[3rd_Grade](Cora)'
'1380','ikchb04','Buildup_Booster[4th_Grade](Cora)'
'1381','ikchb05','Buildup_Booster[5th_Grade](Cora)'
'1382','ikchb06','Buildup_Booster[6th_Grade](Cora)'
'1383','ikchb07','Buildup_Booster[7th_Grade](Cora)'
'1384','ikchb08','Buildup_Booster[8th_Grade](Cora)'
'1385','ikchb09','Buildup_Booster[9th_Grade](Cora)'
'1386','ikchb10','Buildup_Booster[10th_Grade](Cora)'
'1387','ikchb11','Buildup_Booster[11th_Grade](Cora)'
'1388','ikchb12','Buildup_Booster[12th_Grade](Cora)'
'1389','ikchb13','Buildup_Booster[13th_Grade](Cora)'
'1390','ikchb14','Buildup_Booster[14th_Grade](Cora)'
'1391','ikchb15','Buildup_Booster[15th_Grade](Cora)'
'1392','ikchb16','Buildup_Booster[16th_Grade](Cora)'
'1393','ikchb17','Buildup_Booster[17th_Grade](Cora)'
'1394','ikchb18','Buildup_Booster[18th_Grade](Cora)'
'1395','ikchb19','Buildup_Booster[19th_Grade](Cora)'
'1396','ikchb20','Buildup_Booster[20th_Grade](Cora)'
'1397','ikchb21','Buildup_Booster[21st_Grade](Cora)'
'1398','ikchb22','Buildup_Booster[22nd_Grade](Cora)'
'1399','ikchb23','Buildup_Booster[23rd_Grade](Cora)'
'1400','ikchb24','Buildup_Booster[24th_Grade](Cora)'
'1401','ikchb25','Buildup_Booster[25th_Grade](Cora)'
'1402','ikchb26','Buildup_Booster[26th_Grade](Cora)'
'1403','ikchb27','Buildup_Booster[27th_Grade](Cora)'
'1404','ikchb28','Buildup_Booster[28th_Grade](Cora)'
'1405','ikchb29','Buildup_Booster[29th_Grade](Cora)'
'1406','ikchb30','Buildup_Booster[30th_Grade](Cora)'
'1407','ikchb31','Buildup_Booster[31st_Grade](Cora)'
'1408','ikchb32','Buildup_Booster[32nd_Grade](Cora)'
'1409','ikchb33','Buildup_Booster[33rd_Grade](Cora)'
'1410','ikchb34','Buildup_Booster[34th_Grade](Cora)'
'1411','ikchb35','Buildup_Booster[35th_Grade](Cora)'
'1412','ikchb36','Buildup_Booster[36th_Grade](Cora)'
'1413','ikchb37','Buildup_Booster[37th_Grade](Cora)'
'1414','ikchb38','Buildup_Booster[38th_Grade](Cora)'
'1415','ikchb39','Buildup_Booster[39th_Grade](Cora)'
'1416','ikchb40','Buildup_Booster[40th_Grade](Cora)'
'1417','ikchb41','Buildup_Booster[41st_Grade](Cora)'
'1418','ikchb42','Buildup_Booster[42nd_Grade](Cora)'
'1419','ikchb43','Buildup_Booster[43rd_Grade](Cora)'
'1420','ikchb44','Buildup_Booster[44th_Grade](Cora)'
'1421','ikchb45','Buildup_Booster[45th_Grade](Cora)'
'1422','ikchb46','Buildup_Booster[46th_Grade](Cora)'
'1423','ikchb47','Buildup_Booster[47th_Grade](Cora)'
'1424','ikchb48','Buildup_Booster[48th_Grade](Cora)'
'1425','ikchb49','Buildup_Booster[49th_Grade](Cora)'
'1426','ikchb50','Buildup_Booster[50th_Grade](Cora)'
'1427','ikchb51','Buildup_Booster[51st_Grade](Cora)'
'1428','ikchb52','Buildup_Booster[52nd_Grade](Cora)'
'1429','ikchb53','Buildup_Booster[53rd_Grade](Cora)'
'1430','ikchb54','Buildup_Booster[54th_Grade](Cora)'
'1431','ikchb55','Buildup_Booster[55th_Grade](Cora)'
'1432','ikchb56','Buildup_Booster[56th_Grade](Cora)'
'1433','ikchb57','Buildup_Booster[57th_Grade](Cora)'
'1434','ikchb58','Buildup_Booster[58th_Grade](Cora)'
'1435','ikchb59','Buildup_Booster[59th_Grade](Cora)'
'1436','ikchb60','Buildup_Booster[60th_Grade](Cora)'
'1437','ikchb61','Buildup_Booster[61st_Grade](Cora)'
'1438','ikchb62','Buidup_Booster[62nd_Grade](Cora)'
'1439','ikchb63','Buildup_Booster[63rd_Grade](Cora)'
'1440','ikchb64','Buildup_Booster[64th_Grade](Cora)'
'1441','ikchb65','Buildup_Booster[65th_Grade](Cora)'
'1442','ikchb66','Buildup_Booster[66th_Grade](Cora)'
'1443','ikchb67','Buildup_Booster[67th_Grade](Cora)'
'1444','ikchb68','Buildup_Booster[68th_Grade](Cora)'
'1445','ikchb69','Buildup_Booster[69th_Grade](Cora)'
'1446','ikchb70','Buildup_Booster[70th_Grade](Cora)'
'1447','ikchb71','Buildup_Booster[71st_Grade](Cora)'
'1448','ikchb72','Buildup_Booster[72nd_Grade](Cora)'
'1449','ikchb73','Buildup_Booster(73rd_Grade](Cora)'
'1450','ikchb74','Buildup_Booster(74th_Grade](Cora)'
'1451','ikchb75','Buildup_Booster(75th_Grade](Cora)'
'1452','ikchb76','Buildup_Booster(76th_Grade](Cora)'
'1453','ikchb77','Buildup_Booster(77th_Grade](Cora)'
'1454','ikchb78','Buildup_Booster(78th_Grade](Cora)'
'1455','ikchb79','Buildup_Booster(79th_Grade](Cora)'
'1456','ikchb80','Buildup_Booster(80th_Grade](Cora)'
'1457','ikchb81','Buildup_Booster[81st_Grade](Cora)'
'1458','ikchb82','Buildup_Booster[82nd_Grade](Cora)'
'1459','ikchb83','Buildup_Booster[83rd_Grade](Cora)'
'1460','ikchb84','Buildup_Booster[84th_Grade](Cora)'
'1461','ikchb85','Buildup_Booster[85th_Grade](Cora)'
'1462','ikchb86','Buildup_Booster[86th_Grade](Cora)'
'1463','ikchb87','Buildup_Booster[87th_Grade](Cora)'
'1464','ikchb88','Buildup_Booster[88th_Grade](Cora)'
'1465','ikchb89','Buildup_Booster[89th_Grade](Cora)'
'1466','ikchb90','Buildup_Booster[90th_Grade](Cora)'
'1467','ikchb91','Buildup_Booster[91st_Grade](Cora)'
'1468','ikchb92','Buildup_Booster[92nd_Grade](Cora)'
'1469','ikchb93','Buildup_Booster[93rd_Grade](Cora)'
'1470','ikchb94','Buildup_Booster[94th_Grade](Cora)'
'1471','ikchb95','Buildup_Booster[95th_Grade](Cora)'
'1472','ikchb96','Buildup_Booster[96th_Grade](Cora)'
'1473','ikchb97','Buildup_Booster[97th_Grade](Cora)'
'1474','ikchb98','Buildup_Booster[98th_Grade](Cora)'
'1475','ikchb99','Buildup_Booster[99th_Grade](Cora)'
'1476','ikcfb00','Anti_Curse_Booster_[Standard](Cora)'
'1477','ikcfb01','Anti_Curse_Booster_[1_Grade](Cora)'
'1478','ikcfb02','Anti_Curse_Booster_[2_Grade](Cora)'
'1479','ikcfb03','Anti_Curse_Booster_[3_Grade](Cora)'
'1480','ikcfb04','Anti_Curse_Booster_[4_Grade](Cora)'
'1481','ikcfb05','Anti_Curse_Booster_[5_Grade](Cora)'
'1482','ikcfb06','Anti_Curse_Booster_[6_Grade](Cora)'
'1483','ikcfb07','Anti_Curse_Booster_[7_Grade](Cora)'
'1484','ikcfb08','Anti_Curse_Booster_[8_Grade](Cora)'
'1485','ikcfb09','Anti_Curse_Booster_[9_Grade](Cora)'
'1486','ikcfb10','Anti_Curse_Booster_[10_Grade](Cora)'
'1487','ikcfb11','Anti_Curse_Booster_[11_Grade](Cora)'
'1488','ikcfb12','Anti_Curse_Booster_[12_Grade](Cora)'
'1489','ikcfb13','Anti_Curse_Booster_[13_Grade](Cora)'
'1490','ikcfb14','Anti_Curse_Booster_[14_Grade](Cora)'
'1491','ikcfb15','Anti_Curse_Booster_[15_Grade](Cora)'
'1492','ikcfb16','Anti_Curse_Booster_[16_Grade](Cora)'
'1493','ikcfb17','Anti_Curse_Booster_[17_Grade](Cora)'
'1494','ikcfb18','Anti_Curse_Booster_[18_Grade](Cora)'
'1495','ikcfb19','Anti_Curse_Booster_[19_Grade](Cora)'
'1496','ikcfb20','Anti_Curse_Booster_[20_Grade](Cora)'
'1497','ikcfb21','Anti_Curse_Booster_[21_Grade](Cora)'
'1498','ikcfb22','Anti_Curse_Booster_[22_Grade](Cora)'
'1499','ikcfb23','Anti_Curse_Booster_[23_Grade](Cora)'
'1500','ikcfb24','Anti_Curse_Booster_[24_Grade](Cora)'
'1501','ikcfb25','Anti_Curse_Booster_[25_Grade](Cora)'
'1502','ikcfb26','Anti_Curse_Booster_[26_Grade](Cora)'
'1503','ikcfb27','Anti_Curse_Booster_[27_Grade](Cora)'
'1504','ikcfb28','Anti_Curse_Booster_[28_Grade](Cora)'
'1505','ikcfb29','Anti_Curse_Booster_[29_Grade](Cora)'
'1506','ikcfb30','Anti_Curse_Booster_[30_Grade](Cora)'
'1507','ikcfb31','Anti_Curse_Booster_[31_Grade](Cora)'
'1508','ikcfb32','Anti_Curse_Booster_[32_Grade](Cora)'
'1509','ikcfb33','Anti_Curse_Booster_[33_Grade](Cora)'
'1510','ikcfb34','Anti_Curse_Booster_[34_Grade](Cora)'
'1511','ikcfb35','Anti_Curse_Booster_[35_Grade](Cora)'
'1512','ikcfb36','Anti_Curse_Booster_[36_Grade](Cora)'
'1513','ikcfb37','Anti_Curse_Booster_[37_Grade](Cora)'
'1514','ikcfb38','Anti_Curse_Booster_[38_Grade](Cora)'
'1515','ikcfb39','Anti_Curse_Booster_[39_Grade](Cora)'
'1516','ikcfb40','Anti_Curse_Booster_[40_Grade](Cora)'
'1517','ikcfb41','Anti_Curse_Booster_[41_Grade](Cora)'
'1518','ikcfb42','Anti_Curse_Booster_[42_Grade](Cora)'
'1519','ikcfb43','Anti_Curse_Booster_[43_Grade](Cora)'
'1520','ikcfb44','Anti_Curse_Booster_[44_Grade](Cora)'
'1521','ikcfb45','Anti_Curse_Booster_[45_Grade](Cora)'
'1522','ikcfb46','Anti_Curse_Booster_[46_Grade](Cora)'
'1523','ikcfb47','Anti_Curse_Booster_[47_Grade](Cora)'
'1524','ikcfb48','Anti_Curse_Booster_[48_Grade](Cora)'
'1525','ikcfb49','Anti_Curse_Booster_[49_Grade](Cora)'
'1526','ikcfb50','Anti_Curse_Booster_[50_Grade](Cora)'
'1527','ikcfb51','Anti_Curse_Booster_[51_Grade](Cora)'
'1528','ikcfb52','Anti_Curse_Booster_[52_Grade](Cora)'
'1529','ikcfb53','Anti_Curse_Booster_[53_Grade](Cora)'
'1530','ikcfb54','Anti_Curse_Booster_[54_Grade](Cora)'
'1531','ikcfb55','Anti_Curse_Booster_[55_Grade](Cora)'
'1532','ikcfb56','Anti_Curse_Booster_[56_Grade](Cora)'
'1533','ikcfb57','Anti_Curse_Booster_[57_Grade](Cora)'
'1534','ikcfb58','Anti_Curse_Booster_[58_Grade](Cora)'
'1535','ikcfb59','Anti_Curse_Booster_[59_Grade](Cora)'
'1536','ikcfb60','Anti_Curse_Booster_[60_Grade](Cora)'
'1537','ikcfb61','Anti_Curse_Booster_[61_Grade](Cora)'
'1538','ikcfb62','Anti_Curse_Booster_[62_Grade](Cora)'
'1539','ikcfb63','Anti_Curse_Booster_[63_Grade](Cora)'
'1540','ikcfb64','Anti_Curse_Booster_[64_Grade](Cora)'
'1541','ikcfb65','Anti_Curse_Booster_[65_Grade](Cora)'
'1542','ikcfb66','Anti_Curse_Booster_[66_Grade](Cora)'
'1543','ikcfb67','Anti_Curse_Booster_[67_Grade](Cora)'
'1544','ikcfb68','Anti_Curse_Booster_[68_Grade](Cora)'
'1545','ikcfb69','Anti_Curse_Booster_[69_Grade](Cora)'
'1546','ikcfb70','Anti_Curse_Booster_[70_Grade](Cora)'
'1547','ikcfb71','Anti_Curse_Booster_[71_Grade](Cora)'
