'0','idbca04','Round_Shield'
'1131','idawd45','Anti-Sharp_Intense_Golden_Protector(C)'
'1132','idawe45','Strong_Intense_Golden_Protector(C)'
'1133','idawf45','Solid_Intense_Golden_Protector(C)'
'1134','idawg45','Strength_Intense_Golden_Protector(C)'
'1135','idawh45','Protection_Intense_Golden_Protector(C)'
'1136','idawi45','Vampire_Intense_Golden_Protector(C)'
'1137','idawj45','Guardian_Intense_Golden_Protector(C)'
'1138','idawk45','Sharp_Intense_Golden_Protector(C)'
'1139','idawl45','Grand_Intense_Golden_Protector(C)'
'1140','idawa43','Advanced_Strength_Intense_Beam_Round_Protector(C)'
'1141','idawb43','Saving_Intense_Beam_Round_Protector(C)'
'1142','idawc43','Fine_Intense_Beam_Round_Protector(C)'
'1143','idawd43','Anti-Sharp_Intense_Beam_Round_Protector(C)'
'1144','idawe43','Strong_Intense_Beam_Round_Protector(C)'
'1145','idawf43','Solid_Intense_Beam_Round_Protector(C)'
'1146','idawg43','Strength_Intense_Beam_Round_Protector(C)'
'1147','idawh43','Protection_Intense_Beam_Round_Protector(C)'
'1148','idawi43','Vampire_Intense_Beam_Round_Protector(C)'
'1149','idawj43','Guardian_Intense_Beam_Round_Protector(C)'
'1150','idawk43','Sharp_Intense_Beam_Round_Protector(C)'
'1151','idawl43','Grand_Intense_Beam_Round_Protector(C)'
'1152','idawa41','Advanced_Strength_Intense_Beam_Cross_Protector(C)'
'1153','idawb41','Saving_Intense_Beam_Cross_Protector(C)'
'1154','idawc41','Fine_Intense_Beam_Cross_Protector(C)'
'1155','idawd41','Anti-Sharp_Intense_Beam_Cross_Protector(C)'
'1156','idawe41','Strong_Intense_Beam_Cross_Protector(C)'
'1157','idawf41','Solid_Intense_Beam_Cross_Protector(C)'
'1158','idawg41','Strength_Intense_Beam_Cross_Protector(C)'
'1159','idawh41','Protection_Intense_Beam_Cross_Protector(C)'
'1160','idawi41','Vampire_Intense_Beam_Cross_Protector(C)'
'1161','idawj41','Guardian_Intense_Beam_Cross_Protector(C)'
'1162','idawk41','Sharp_Intense_Beam_Cross_Protector(C)'
'1163','idawl41','Grand_Intense_Beam_Cross_Protector(C)'
'1164','idawa39','Advanced_Strength_Intense_Round_Protector(C)'
'1165','idawb39','Saving_Intense_Round_Protector(C)'
'1166','idawc39','Fine_Intense_Round_Protector(C)'
'1167','idawd39','Anti-Sharp_Intense_Round_Protector(C)'
'1168','idawe39','Strong_Intense_Round_Protector(C)'
'1169','idawf39','Solid_Intense_Round_Protector(C)'
'1170','idawg39','Strength_Intense_Round_Protector(C)'
'1171','idawh39','Protection_Intense_Round_Protector(C)'
'1172','idawi39','Vampire_Intense_Round_Protector(C)'
'1173','idawj39','Guardian_Intense_Round_Protector(C)'
'1174','idawk39','Sharp_Intense_Round_Protector(C)'
'1175','idawl39','Grand_Intense_Round_Protector(C)'
'1176','idbwa50','Advanced_Strength_Intense_Hora_Shield(C)'
'1177','idbwb50','Saving_Intense_Hora_Shield(C)'
'1178','idbwc50','Fine_Intense_Hora_Shield(C)'
'1179','idbwd50','Anti-Sharp_Intense_Hora_Shield(C)'
'1180','idbwe50','Strong_Intense_Hora_Shield(C)'
'1181','idbwf50','Solid_Intense_Hora_Shield(C)'
'1182','idbwg50','Strength_Intense_Hora_Shield(C)'
'1183','idbwh50','Protection_Intense_Hora_Shield(C)'
'1184','idbwi50','Vampire_Intense_Hora_Shield(C)'
'1185','idbwj50','Guardian_Intense_Hora_Shield(C)'
'1186','idbwk50','Sharp_Intense_Hora_Shield(C)'
'1187','idbwl50','Grand_Intense_Hora_Shield(C)'
'1188','idbwa47','Advanced_Strength_Intense_Heater_Shield(C)'
'1189','idbwb47','Saving_Intense_Heater_Shield(C)'
'1190','idbwc47','Fine_Intense_Heater_Shield(C)'
'1191','idbwd47','Anti-Sharp_Intense_Heater_Shield(C)'
'1192','idbwe47','Strong_Intense_Heater_Shield(C)'
'1193','idbwf47','Solid_Intense_Heater_Shield(C)'
'1194','idbwg47','Strength_Intense_Heater_Shield(C)'
'1195','idbwh47','Protection_Intense_Heater_Shield(C)'
'1196','idbwi47','Vampire_Intense_Heater_Shield(C)'
'1197','idbwj47','Guardian_Intense_Heater_Shield(C)'
'1198','idbwk47','Sharp_Intense_Heater_Shield(C)'
'1199','idbwl47','Grand_Intense_Heater_Shield(C)'
'1200','idbwa45','Advanced_Strength_Beam_Farvis_Shield(C)'
'1201','idbwb45','Saving_Beam_Farvis_Shield(C)'
'1202','idbwc45','Fine_Beam_Farvis_Shield(C)'
'1203','idbwd45','Anti-Sharp_Beam_Farvis_Shield(C)'
'1204','idbwe45','Strong_Beam_Farvis_Shield(C)'
'1205','idbwf45','Solid_Beam_Farvis_Shield(C)'
'1206','idbwg45','Strength_Beam_Farvis_Shield(C)'
'1207','idbwh45','Protection_Beam_Farvis_Shield(C)'
'1208','idbwi45','Vampire_Beam_Farvis_Shield(C)'
'1209','idbwj45','Guardian_Beam_Farvis_Shield(C)'
'1210','idbwk45','Sharp_Beam_Farvis_Shield(C)'
'1211','idbwl45','Grand_Beam_Farvis_Shield(C)'
'1212','idbwa43','Advanced_Strength_Intense_Adarga(C)'
'1213','idbwb43','Saving_Intense_Adarga(C)'
'1214','idbwc43','Fine_Intense_Adarga(C)'
'1215','idbwd43','Anti-Sharp_Intense_Adarga(C)'
'1216','idbwe43','Strong_Intense_Adarga(C)'
'1217','idbwf43','Solid_Intense_Adarga(C)'
'1218','idbwg43','Strength_Intense_Adarga(C)'
'1219','idbwh43','Protection_Intense_Adarga(C)'
'1220','idbwi43','Vampire_Intense_Adarga(C)'
'1221','idbwj43','Guardian_Intense_Adarga(C)'
'1222','idbwk43','Sharp_Intense_Adarga(C)'
'1223','idbwl43','Grand_Intense_Adarga(C)'
'1224','idbwa41','Advanced_Strength_Intense_Farvis_Shield(C)'
'1225','idbwb41','Saving_Intense_Farvis_Shield(C)'
'1226','idbwc41','Fine_Intense_Farvis_Shield(C)'
'1227','idbwd41','Anti-Sharp_Intense_Farvis_Shield(C)'
'1228','idbwe41','Strong_Intense_Farvis_Shield(C)'
'1229','idbwf41','Solid_Intense_Farvis_Shield(C)'
'1230','idbwg41','Strength_Intense_Farvis_Shield(C)'
'1231','idbwh41','Protection_Intense_Farvis_Shield(C)'
'1232','idbwi41','Vampire_Intense_Farvis_Shield(C)'
'1233','idbwj41','Guardian_Intense_Farvis_Shield(C)'
'1234','idbwk41','Sharp_Intense_Farvis_Shield(C)'
'1235','idbwl41','Grand_Intense_Farvis_Shield(C)'
'1236','idbwa39','Advanced_Strength_Intense_Gothic_Shield(C)'
'1237','idbwb39','Saving_Intense_Gothic_Shield(C)'
'1238','idbwc39','Fine_Intense_Gothic_Shield(C)'
'1239','idbwd39','Anti-Sharp_Intense_Gothic_Shield(C)'
'1240','idbwe39','Strong_Intense_Gothic_Shield(C)'
'1241','idbwf39','Solid_Intense_Gothic_Shield(C)'
'1242','idbwg39','Strength_Intense_Gothic_Shield(C)'
'1243','idbwh39','Protection_Intense_Gothic_Shield(C)'
'1244','idbwi39','Vampire_Intense_Gothic_Shield(C)'
'1245','idbwj39','Guardian_Intense_Gothic_Shield(C)'
'1246','idbwk39','Sharp_Intense_Gothic_Shield(C)'
'1247','idbwl39','Grand_Intense_Gothic_Shield(C)'
'1248','idaxa50','Advanced_Strength_Intense_Platinum_Protector(C)'
'1249','idaxb50','Saving_Intense_Platinum_Protector(C)'
'1250','idaxc50','Fine_Intense_Platinum_Protector(C)'
'1251','idaxd50','Anti-Sharp_Intense_Platinum_Protector(C)'
'1252','idaxe50','Strong_Intense_Platinum_Protector(C)'
'1253','idaxf50','Solid_Intense_Platinum_Protector(C)'
'1254','idaxg50','Strength_Intense_Platinum_Protector(C)'
'1255','idaxh50','Protection_Intense_Platinum_Protector(C)'
'1256','idaxi50','Vampire_Intense_Platinum_Protector(C)'
'1257','idaxj50','Guardian_Intense_Platinum_Protector(C)'
'1258','idaxk50','Sharp_Intense_Platinum_Protector(C)'
'1259','idaxl50','Grand_Intense_Platinum_Protector(C)'
'1260','idaxa47','Advanced_Strength_Intense_Thick_Protector(C)'
'1261','idaxb47','Saving_Intense_Thick_Protector(C)'
'1262','idaxc47','Fine_Intense_Thick_Protector(C)'
'1263','idaxd47','Anti-Sharp_Intense_Thick_Protector(C)'
'1264','idaxe47','Strong_Intense_Thick_Protector(C)'
'1265','idaxf47','Solid_Intense_Thick_Protector(C)'
'1266','idaxg47','Strength_Intense_Thick_Protector(C)'
'1267','idaxh47','Protection_Intense_Thick_Protector(C)'
'1268','idaxi47','Vampire_Intense_Thick_Protector(C)'
'1269','idaxj47','Guardian_Intense_Thick_Protector(C)'
'1270','idaxk47','Sharp_Intense_Thick_Protector(C)'
'1271','idaxl47','Grand_Intense_Thick_Protector(C)'
'1272','idaxa45','Advanced_Strength_Intense_Golden_Protector(C)'
'1273','idaxb45','Saving_Intense_Golden_Protector(C)'
'1274','idaxc45','Fine_Intense_Golden_Protector(C)'
'1275','idaxd45','Anti-Sharp_Intense_Golden_Protector(C)'
'1276','idaxe45','Strong_Intense_Golden_Protector(C)'
'1277','idaxf45','Solid_Intense_Golden_Protector(C)'
'1278','idaxg45','Strength_Intense_Golden_Protector(C)'
'1279','idaxh45','Protection_Intense_Golden_Protector(C)'
'1280','idaxi45','Vampire_Intense_Golden_Protector(C)'
'1281','idaxj45','Guardian_Intense_Golden_Protector(C)'
'1282','idaxk45','Sharp_Intense_Golden_Protector(C)'
'1283','idaxl45','Grand_Intense_Golden_Protector(C)'
'1284','idaxa43','Advanced_Strength_Intense_Beam_Round_Protector(C)'
'1285','idaxb43','Saving_Intense_Beam_Round_Protector(C)'
'1286','idaxc43','Fine_Intense_Beam_Round_Protector(C)'
'1287','idaxd43','Anti-Sharp_Intense_Beam_Round_Protector(C)'
'1288','idaxe43','Strong_Intense_Beam_Round_Protector(C)'
'1289','idaxf43','Solid_Intense_Beam_Round_Protector(C)'
'1290','idaxg43','Strength_Intense_Beam_Round_Protector(C)'
'1291','idaxh43','Protection_Intense_Beam_Round_Protector(C)'
'1292','idaxi43','Vampire_Intense_Beam_Round_Protector(C)'
'1293','idaxj43','Guardian_Intense_Beam_Round_Protector(C)'
'1294','idaxk43','Sharp_Intense_Beam_Round_Protector(C)'
'1295','idaxl43','Grand_Intense_Beam_Round_Protector(C)'
'1296','idaxa41','Advanced_Strength_Intense_Beam_Cross_Protector(C)'
'1297','idaxb41','Saving_Intense_Beam_Cross_Protector(C)'
'1298','idaxc41','Fine_Intense_Beam_Cross_Protector(C)'
'1299','idaxd41','Anti-Sharp_Intense_Beam_Cross_Protector(C)'
'1300','idaxe41','Strong_Intense_Beam_Cross_Protector(C)'
'1301','idaxf41','Solid_Intense_Beam_Cross_Protector(C)'
'1302','idaxg41','Strength_Intense_Beam_Cross_Protector(C)'
'1303','idaxh41','Protection_Intense_Beam_Cross_Protector(C)'
'1304','idaxi41','Vampire_Intense_Beam_Cross_Protector(C)'
'1305','idaxj41','Guardian_Intense_Beam_Cross_Protector(C)'
'1306','idaxk41','Sharp_Intense_Beam_Cross_Protector(C)'
'1307','idaxl41','Grand_Intense_Beam_Cross_Protector(C)'
'1308','idaxa39','Advanced_Strength_Intense_Round_Protector(C)'
'1309','idaxb39','Saving_Intense_Round_Protector(C)'
'1310','idaxc39','Fine_Intense_Round_Protector(C)'
'1311','idaxd39','Anti-Sharp_Intense_Round_Protector(C)'
'1312','idaxe39','Strong_Intense_Round_Protector(C)'
'1313','idaxf39','Solid_Intense_Round_Protector(C)'
'1314','idaxg39','Strength_Intense_Round_Protector(C)'
'1315','idaxh39','Protection_Intense_Round_Protector(C)'
'1316','idaxi39','Vampire_Intense_Round_Protector(C)'
'1317','idaxj39','Guardian_Intense_Round_Protector(C)'
'1318','idaxk39','Sharp_Intense_Round_Protector(C)'
'1319','idaxl39','Grand_Intense_Round_Protector(C)'
'1320','idbxa50','Advanced_Strength_Intense_Hora_Shield(C)'
'1321','idbxb50','Saving_Intense_Hora_Shield(C)'
'1322','idbxc50','Fine_Intense_Hora_Shield(C)'
'1323','idbxd50','Anti-Sharp_Intense_Hora_Shield(C)'
'1324','idbxe50','Strong_Intense_Hora_Shield(C)'
'1325','idbxf50','Solid_Intense_Hora_Shield(C)'
'1326','idbxg50','Strength_Intense_Hora_Shield(C)'
'1327','idbxh50','Protection_Intense_Hora_Shield(C)'
'1328','idbxi50','Vampire_Intense_Hora_Shield(C)'
'1329','idbxj50','Guardian_Intense_Hora_Shield(C)'
'1330','idbxk50','Sharp_Intense_Hora_Shield(C)'
'1331','idbxl50','Grand_Intense_Hora_Shield(C)'
'1332','idbxa47','Advanced_Strength_Intense_Heater_Shield(C)'
'1333','idbxb47','Saving_Intense_Heater_Shield(C)'
'1334','idbxc47','Fine_Intense_Heater_Shield(C)'
'1335','idbxd47','Anti-Sharp_Intense_Heater_Shield(C)'
'1336','idbxe47','Strong_Intense_Heater_Shield(C)'
'1337','idbxf47','Solid_Intense_Heater_Shield(C)'
'1338','idbxg47','Strength_Intense_Heater_Shield(C)'
'1339','idbxh47','Protection_Intense_Heater_Shield(C)'
'1340','idbxi47','Vampire_Intense_Heater_Shield(C)'
'1341','idbxj47','Guardian_Intense_Heater_Shield(C)'
'1342','idbxk47','Sharp_Intense_Heater_Shield(C)'
'1343','idbxl47','Grand_Intense_Heater_Shield(C)'
'1344','idbxa45','Advanced_Strength_Beam_Farvis_Shield(C)'
'1345','idbxb45','Saving_Beam_Farvis_Shield(C)'
'1346','idbxc45','Fine_Beam_Farvis_Shield(C)'
'1347','idbxd45','Anti-Sharp_Beam_Farvis_Shield(C)'
'1348','idbxe45','Strong_Beam_Farvis_Shield(C)'
'1349','idbxf45','Solid_Beam_Farvis_Shield(C)'
'1350','idbxg45','Strength_Beam_Farvis_Shield(C)'
'1351','idbxh45','Protection_Beam_Farvis_Shield(C)'
'1352','idbxi45','Vampire_Beam_Farvis_Shield(C)'
'1353','idbxj45','Guardian_Beam_Farvis_Shield(C)'
'1354','idbxk45','Sharp_Beam_Farvis_Shield(C)'
'1355','idbxl45','Grand_Beam_Farvis_Shield(C)'
'1356','idbxa43','Advanced_Strength_Intense_Adarga(C)'
'1357','idbxb43','Saving_Intense_Adarga(C)'
'1358','idbxc43','Fine_Intense_Adarga(C)'
'1359','idbxd43','Anti-Sharp_Intense_Adarga(C)'
'1360','idbxe43','Strong_Intense_Adarga(C)'
'1361','idbxf43','Solid_Intense_Adarga(C)'
'1362','idbxg43','Strength_Intense_Adarga(C)'
'1363','idbxh43','Protection_Intense_Adarga(C)'
'1364','idbxi43','Vampire_Intense_Adarga(C)'
'1365','idbxj43','Guardian_Intense_Adarga(C)'
'1366','idbxk43','Sharp_Intense_Adarga(C)'
'1367','idbxl43','Grand_Intense_Adarga(C)'
'1368','idbxa41','Advanced_Strength_Intense_Farvis_Shield(C)'
'1369','idbxb41','Saving_Intense_Farvis_Shield(C)'
'1370','idbxc41','Fine_Intense_Farvis_Shield(C)'
'1371','idbxd41','Anti-Sharp_Intense_Farvis_Shield(C)'
'1372','idbxe41','Strong_Intense_Farvis_Shield(C)'
'1373','idbxf41','Solid_Intense_Farvis_Shield(C)'
'1374','idbxg41','Strength_Intense_Farvis_Shield(C)'
'1375','idbxh41','Protection_Intense_Farvis_Shield(C)'
'1376','idbxi41','Vampire_Intense_Farvis_Shield(C)'
'1377','idbxj41','Guardian_Intense_Farvis_Shield(C)'
'1378','idbxk41','Sharp_Intense_Farvis_Shield(C)'
'1379','idbxl41','Grand_Intense_Farvis_Shield(C)'
'1380','idbxa39','Advanced_Strength_Intense_Gothic_Shield(C)'
'1381','idbxb39','Saving_Intense_Gothic_Shield(C)'
'1382','idbxc39','Fine_Intense_Gothic_Shield(C)'
'1383','idbxd39','Anti-Sharp_Intense_Gothic_Shield(C)'
'1384','idbxe39','Strong_Intense_Gothic_Shield(C)'
'1385','idbxf39','Solid_Intense_Gothic_Shield(C)'
'1386','idbxg39','Strength_Intense_Gothic_Shield(C)'
'1387','idbxh39','Protection_Intense_Gothic_Shield(C)'
'1388','idbxi39','Vampire_Intense_Gothic_Shield(C)'
'1389','idbxj39','Guardian_Intense_Gothic_Shield(C)'
'1390','idbxk39','Sharp_Intense_Gothic_Shield(C)'
'1391','idbxl39','Grand_Intense_Gothic_Shield(C)'
'1392','idaya50','Advanced_Strength_Intense_Platinum_Protector(C)'
'1393','idayb50','Saving_Intense_Platinum_Protector(C)'
'1394','idayc50','Fine_Intense_Platinum_Protector(C)'
'1395','idayd50','Anti-Sharp_Intense_Platinum_Protector(C)'
'1396','idaye50','Strong_Intense_Platinum_Protector(C)'
'1397','idayf50','Solid_Intense_Platinum_Protector(C)'
'1398','idayg50','Strength_Intense_Platinum_Protector(C)'
'1399','idayh50','Protection_Intense_Platinum_Protector(C)'
'1400','idayi50','Vampire_Intense_Platinum_Protector(C)'
'1401','idayj50','Guardian_Intense_Platinum_Protector(C)'
'1402','idayk50','Sharp_Intense_Platinum_Protector(C)'
'1403','idayl50','Grand_Intense_Platinum_Protector(C)'
'1404','idaya47','Advanced_Strength_Intense_Thick_Protector(C)'
'1405','idayb47','Saving_Intense_Thick_Protector(C)'
'1406','idayc47','Fine_Intense_Thick_Protector(C)'
'1407','idayd47','Anti-Sharp_Intense_Thick_Protector(C)'
'1408','idaye47','Strong_Intense_Thick_Protector(C)'
'1409','idayf47','Solid_Intense_Thick_Protector(C)'
'1410','idayg47','Strength_Intense_Thick_Protector(C)'
'1411','idayh47','Protection_Intense_Thick_Protector(C)'
'1412','idayi47','Vampire_Intense_Thick_Protector(C)'
'1413','idayj47','Guardian_Intense_Thick_Protector(C)'
'1414','idayk47','Sharp_Intense_Thick_Protector(C)'
'1415','idayl47','Grand_Intense_Thick_Protector(C)'
'1416','idaya45','Advanced_Strength_Intense_Golden_Protector(C)'
'1417','idayb45','Saving_Intense_Golden_Protector(C)'
'1418','idayc45','Fine_Intense_Golden_Protector(C)'
'1419','idayd45','Anti-Sharp_Intense_Golden_Protector(C)'
'1420','idaye45','Strong_Intense_Golden_Protector(C)'
'1421','idayf45','Solid_Intense_Golden_Protector(C)'
'1422','idayg45','Strength_Intense_Golden_Protector(C)'
'1423','idayh45','Protection_Intense_Golden_Protector(C)'
'1424','idayi45','Vampire_Intense_Golden_Protector(C)'
'1425','idayj45','Guardian_Intense_Golden_Protector(C)'
'1426','idayk45','Sharp_Intense_Golden_Protector(C)'
'1427','idayl45','Grand_Intense_Golden_Protector(C)'
'1428','idaya43','Advanced_Strength_Intense_Beam_Round_Protector(C)'
'1429','idayb43','Saving_Intense_Beam_Round_Protector(C)'
'1430','idayc43','Fine_Intense_Beam_Round_Protector(C)'
'1431','idayd43','Anti-Sharp_Intense_Beam_Round_Protector(C)'
'1432','idaye43','Strong_Intense_Beam_Round_Protector(C)'
'1433','idayf43','Solid_Intense_Beam_Round_Protector(C)'
'1434','idayg43','Strength_Intense_Beam_Round_Protector(C)'
'1435','idayh43','Protection_Intense_Beam_Round_Protector(C)'
'1436','idayi43','Vampire_Intense_Beam_Round_Protector(C)'
'1437','idayj43','Guardian_Intense_Beam_Round_Protector(C)'
'1438','idayk43','Sharp_Intense_Beam_Round_Protector(C)'
'1439','idayl43','Grand_Intense_Beam_Round_Protector(C)'
'1440','idaya41','Advanced_Strength_Intense_Beam_Cross_Protector(C)'
'1441','idayb41','Saving_Intense_Beam_Cross_Protector(C)'
'1442','idayc41','Fine_Intense_Beam_Cross_Protector(C)'
'1443','idayd41','Anti-Sharp_Intense_Beam_Cross_Protector(C)'
'1444','idaye41','Strong_Intense_Beam_Cross_Protector(C)'
'1445','idayf41','Solid_Intense_Beam_Cross_Protector(C)'
'1446','idayg41','Strength_Intense_Beam_Cross_Protector(C)'
'1447','idayh41','Protection_Intense_Beam_Cross_Protector(C)'
'1448','idayi41','Vampire_Intense_Beam_Cross_Protector(C)'
'1449','idayj41','Guardian_Intense_Beam_Cross_Protector(C)'
'1450','idayk41','Sharp_Intense_Beam_Cross_Protector(C)'
'1451','idayl41','Grand_Intense_Beam_Cross_Protector(C)'
'1452','idaya39','Advanced_Strength_Intense_Round_Protector(C)'
'1453','idayb39','Saving_Intense_Round_Protector(C)'
'1454','idayc39','Fine_Intense_Round_Protector(C)'
'1455','idayd39','Anti-Sharp_Intense_Round_Protector(C)'
'1456','idaye39','Strong_Intense_Round_Protector(C)'
'1457','idayf39','Solid_Intense_Round_Protector(C)'
'1458','idayg39','Strength_Intense_Round_Protector(C)'
'1459','idayh39','Protection_Intense_Round_Protector(C)'
'1460','idayi39','Vampire_Intense_Round_Protector(C)'
'1461','idayj39','Guardian_Intense_Round_Protector(C)'
'1462','idayk39','Sharp_Intense_Round_Protector(C)'
'1463','idayl39','Grand_Intense_Round_Protector(C)'
'1464','idbya50','Advanced_Strength_Intense_Hora_Shield(C)'
'1465','idbyb50','Saving_Intense_Hora_Shield(C)'
'1466','idbyc50','Fine_Intense_Hora_Shield(C)'
'1467','idbyd50','Anti-Sharp_Intense_Hora_Shield(C)'
'1468','idbye50','Strong_Intense_Hora_Shield(C)'
'1469','idbyf50','Solid_Intense_Hora_Shield(C)'
'1470','idbyg50','Strength_Intense_Hora_Shield(C)'
'1471','idbyh50','Protection_Intense_Hora_Shield(C)'
'1472','idbyi50','Vampire_Intense_Hora_Shield(C)'
'1473','idbyj50','Guardian_Intense_Hora_Shield(C)'
'1474','idbyk50','Sharp_Intense_Hora_Shield(C)'
'1475','idbyl50','Grand_Intense_Hora_Shield(C)'
'1476','idbya47','Advanced_Strength_Intense_Heater_Shield(C)'
'1477','idbyb47','Saving_Intense_Heater_Shield(C)'
'1478','idbyc47','Fine_Intense_Heater_Shield(C)'
'1479','idbyd47','Anti-Sharp_Intense_Heater_Shield(C)'
'1480','idbye47','Strong_Intense_Heater_Shield(C)'
'1481','idbyf47','Solid_Intense_Heater_Shield(C)'
'1482','idbyg47','Strength_Intense_Heater_Shield(C)'
'1483','idbyh47','Protection_Intense_Heater_Shield(C)'
'1484','idbyi47','Vampire_Intense_Heater_Shield(C)'
'1485','idbyj47','Guardian_Intense_Heater_Shield(C)'
'1486','idbyk47','Sharp_Intense_Heater_Shield(C)'
'1487','idbyl47','Grand_Intense_Heater_Shield(C)'
'1488','idbya45','Advanced_Strength_Beam_Farvis_Shield(C)'
'1489','idbyb45','Saving_Beam_Farvis_Shield(C)'
'1490','idbyc45','Fine_Beam_Farvis_Shield(C)'
'1491','idbyd45','Anti-Sharp_Beam_Farvis_Shield(C)'
'1492','idbye45','Strong_Beam_Farvis_Shield(C)'
'1493','idbyf45','Solid_Beam_Farvis_Shield(C)'
'1494','idbyg45','Strength_Beam_Farvis_Shield(C)'
'1495','idbyh45','Protection_Beam_Farvis_Shield(C)'
'1496','idbyi45','Vampire_Beam_Farvis_Shield(C)'
'1497','idbyj45','Guardian_Beam_Farvis_Shield(C)'
'1498','idbyk45','Sharp_Beam_Farvis_Shield(C)'
'1499','idbyl45','Grand_Beam_Farvis_Shield(C)'
'1500','idbya43','Advanced_Strength_Intense_Adarga(C)'
'1501','idbyb43','Saving_Intense_Adarga(C)'
'1502','idbyc43','Fine_Intense_Adarga(C)'
'1503','idbyd43','Anti-Sharp_Intense_Adarga(C)'
'1504','idbye43','Strong_Intense_Adarga(C)'
'1505','idbyf43','Solid_Intense_Adarga(C)'
'1506','idbyg43','Strength_Intense_Adarga(C)'
'1507','idbyh43','Protection_Intense_Adarga(C)'
'1508','idbyi43','Vampire_Intense_Adarga(C)'
'1509','idbyj43','Guardian_Intense_Adarga(C)'
'1510','idbyk43','Sharp_Intense_Adarga(C)'
'1511','idbyl43','Grand_Intense_Adarga(C)'
'1512','idbya41','Advanced_Strength_Intense_Farvis_Shield(C)'
'1513','idbyb41','Saving_Intense_Farvis_Shield(C)'
'1514','idbyc41','Fine_Intense_Farvis_Shield(C)'
'1515','idbyd41','Anti-Sharp_Intense_Farvis_Shield(C)'
'1516','idbye41','Strong_Intense_Farvis_Shield(C)'
'1517','idbyf41','Solid_Intense_Farvis_Shield(C)'
'1518','idbyg41','Strength_Intense_Farvis_Shield(C)'
'1519','idbyh41','Protection_Intense_Farvis_Shield(C)'
'1520','idbyi41','Vampire_Intense_Farvis_Shield(C)'
'1521','idbyj41','Guardian_Intense_Farvis_Shield(C)'
'1522','idbyk41','Sharp_Intense_Farvis_Shield(C)'
'1523','idbyl41','Grand_Intense_Farvis_Shield(C)'
'1524','idbya39','Advanced_Strength_Intense_Gothic_Shield(C)'
'1525','idbyb39','Saving_Intense_Gothic_Shield(C)'
'1526','idbyc39','Fine_Intense_Gothic_Shield(C)'
'1527','idbyd39','Anti-Sharp_Intense_Gothic_Shield(C)'
'1528','idbye39','Strong_Intense_Gothic_Shield(C)'
'1529','idbyf39','Solid_Intense_Gothic_Shield(C)'
'1530','idbyg39','Strength_Intense_Gothic_Shield(C)'
'1531','idbyh39','Protection_Intense_Gothic_Shield(C)'
'1532','idbyi39','Vampire_Intense_Gothic_Shield(C)'
'1533','idbyj39','Guardian_Intense_Gothic_Shield(C)'
'1534','idbyk39','Sharp_Intense_Gothic_Shield(C)'
'1535','idbyl39','Grand_Intense_Gothic_Shield(C)'
'1536','idaza50','Advanced_Strength_Intense_Platinum_Protector(C)'
'1537','idazb50','Saving_Intense_Platinum_Protector(C)'
'1538','idazc50','Fine_Intense_Platinum_Protector(C)'
'1539','idazd50','Anti-Sharp_Intense_Platinum_Protector(C)'
'1540','idaze50','Strong_Intense_Platinum_Protector(C)'
'1541','idazf50','Solid_Intense_Platinum_Protector(C)'
'1542','idazg50','Strength_Intense_Platinum_Protector(C)'
'1543','idazh50','Protection_Intense_Platinum_Protector(C)'
'1544','idazi50','Vampire_Intense_Platinum_Protector(C)'
'1545','idazj50','Guardian_Intense_Platinum_Protector(C)'
'1546','idazk50','Sharp_Intense_Platinum_Protector(C)'
'1547','idazl50','Grand_Intense_Platinum_Protector(C)'
'1548','idaza47','Advanced_Strength_Intense_Thick_Protector(C)'
'1549','idazb47','Saving_Intense_Thick_Protector(C)'
'1550','idazc47','Fine_Intense_Thick_Protector(C)'
'1551','idazd47','Anti-Sharp_Intense_Thick_Protector(C)'
'1552','idaze47','Strong_Intense_Thick_Protector(C)'
'1553','idazf47','Solid_Intense_Thick_Protector(C)'
'1554','idazg47','Strength_Intense_Thick_Protector(C)'
'1555','idazh47','Protection_Intense_Thick_Protector(C)'
'1556','idazi47','Vampire_Intense_Thick_Protector(C)'
'1557','idazj47','Guardian_Intense_Thick_Protector(C)'
'1558','idazk47','Sharp_Intense_Thick_Protector(C)'
'1559','idazl47','Grand_Intense_Thick_Protector(C)'
'1560','idaza45','Advanced_Strength_Intense_Golden_Protector(C)'
'1561','idazb45','Saving_Intense_Golden_Protector(C)'
'1562','idazc45','Fine_Intense_Golden_Protector(C)'
'1563','idazd45','Anti-Sharp_Intense_Golden_Protector(C)'
'1564','idaze45','Strong_Intense_Golden_Protector(C)'
'1565','idazf45','Solid_Intense_Golden_Protector(C)'
'1566','idazg45','Strength_Intense_Golden_Protector(C)'
'1567','idazh45','Protection_Intense_Golden_Protector(C)'
'1568','idazi45','Vampire_Intense_Golden_Protector(C)'
'1569','idazj45','Guardian_Intense_Golden_Protector(C)'
'1570','idazk45','Sharp_Intense_Golden_Protector(C)'
'1571','idazl45','Grand_Intense_Golden_Protector(C)'
'1572','idaza43','Advanced_Strength_Intense_Beam_Round_Protector(C)'
'1573','idazb43','Saving_Intense_Beam_Round_Protector(C)'
'1574','idazc43','Fine_Intense_Beam_Round_Protector(C)'
'1575','idazd43','Anti-Sharp_Intense_Beam_Round_Protector(C)'
'1576','idaze43','Strong_Intense_Beam_Round_Protector(C)'
