'0','igdbf01','Default_Bellato_Male_Gloves_1'
'3210','igswu47','Strength_Intense_JMHora_Gauntlet(C)'
'3211','igswv47','Protection_Intense_JMHora_Gauntlet(C)'
'3212','igsww47','Vampire_Intense_JMHora_Gauntlet(C)'
'3213','igswx47','Guardian_Intense_JMHora_Gauntlet(C)'
'3214','igswy47','Sharp_Intense_JMHora_Gauntlet(C)'
'3215','igswz47','Endurance_Intense_JMHora_Gauntlet(C)'
'3216','igsrq47','Advanced_Strength_Intense_Ranger_Armlet(C)'
'3217','igsrr47','Pain_Intense_Ranger_Armlet(C)'
'3218','igsrs47','Strong_Intense_Ranger_Armlet(C)'
'3219','igsrt47','Solid_Intense_Ranger_Armlet(C)'
'3220','igsru47','Strength_Intense_Ranger_Armlet(C)'
'3221','igsrv47','Protection_Intense_Ranger_Armlet(C)'
'3222','igsrw47','Vampire_Intense_Ranger_Armlet(C)'
'3223','igsrx47','Guardian_Intense_Ranger_Armlet(C)'
'3224','igsry47','Sharp_Intense_Ranger_Armlet(C)'
'3225','igsrz47','Endurance_Intense_Ranger_Armlet(C)'
'3226','igsfq47','Advanced_Strength_Intense_Decem_Glove(C)'
'3227','igsfr47','Pain_Intense_Decem_Glove(C)'
'3228','igsfs47','Strong_Intense_Decem_Glove(C)'
'3229','igsft47','Solid_Intense_Decem_Glove(C)'
'3230','igsfu47','Strength_Intense_Decem_Glove(C)'
'3231','igsfv47','Protection_Intense_Decem_Glove(C)'
'3232','igsfw47','Vampire_Intense_Decem_Glove(C)'
'3233','igsfx47','Guardian_Intense_Decem_Glove(C)'
'3234','igsfy47','Sharp_Intense_Decem_Glove(C)'
'3235','igsfz47','Endurance_Intense_Decem_Glove(C)'
'3236','igswq45','Advanced_Strength_Intense_Large_Rogue_Gauntlet(C)'
'3237','igswr45','Pain_Intense_Large_Rogue_Gauntlet(C)'
'3238','igsws45','Strong_Intense_Large_Rogue_Gauntlet(C)'
'3239','igswt45','Solid_Intense_Large_Rogue_Gauntlet(C)'
'3240','igswu45','Strength_Intense_Large_Rogue_Gauntlet(C)'
'3241','igswv45','Protection_Intense_Large_Rogue_Gauntlet(C)'
'3242','igsww45','Vampire_Intense_Large_Rogue_Gauntlet(C)'
'3243','igswx45','Guardian_Intense_Large_Rogue_Gauntlet(C)'
'3244','igswy45','Sharp_Intense_Large_Rogue_Gauntlet(C)'
'3245','igswz45','Endurance_Intense_Large_Rogue_Gauntlet(C)'
'3246','igsrq45','Advanced_Strength_Intense_Top_Velocity_Armlet(C)'
'3247','igsrr45','Pain_Intense_Top_Velocity_Armlet(C)'
'3248','igsrs45','Strong_Intense_Top_Velocity_Armlet(C)'
'3249','igsrt45','Solid_Intense_Top_Velocity_Armlet(C)'
'3250','igsru45','Strength_Intense_Top_Velocity_Armlet(C)'
'3251','igsrv45','Protection_Intense_Top_Velocity_Armlet(C)'
'3252','igsrw45','Vampire_Intense_Top_Velocity_Armlet(C)'
'3253','igsrx45','Guardian_Intense_Top_Velocity_Armlet(C)'
'3254','igsry45','Sharp_Intense_Top_Velocity_Armlet(C)'
'3255','igsrz45','Endurance_Intense_Top_Velocity_Armlet(C)'
'3256','igsfq45','Advanced_Strength_Intense_Elixir_Glove(C)'
'3257','igsfr45','Pain_Intense_Elixir_Glove(C)'
'3258','igsfs45','Strong_Intense_Elixir_Glove(C)'
'3259','igsft45','Solid_Intense_Elixir_Glove(C)'
'3260','igsfu45','Strength_Intense_Elixir_Glove(C)'
'3261','igsfv45','Protection_Intense_Elixir_Glove(C)'
'3262','igsfw45','Vampire_Intense_Elixir_Glove(C)'
'3263','igsfx45','Guardian_Intense_Elixir_Glove(C)'
'3264','igsfy45','Sharp_Intense_Elixir_Glove(C)'
'3265','igsfz45','Endurance_Intense_Elixir_Glove(C)'
'3266','igswq43','Advanced_Strength_Intense_Rogue_Gauntlet(C)'
'3267','igswr43','Pain_Intense_Rogue_Gauntlet(C)'
'3268','igsws43','Strong_Intense_Rogue_Gauntlet(C)'
'3269','igswt43','Solid_Intense_Rogue_Gauntlet(C)'
'3270','igswu43','Strength_Intense_Rogue_Gauntlet(C)'
'3271','igswv43','Protection_Intense_Rogue_Gauntlet(C)'
'3272','igsww43','Vampire_Intense_Rogue_Gauntlet(C)'
'3273','igswx43','Guardian_Intense_Rogue_Gauntlet(C)'
'3274','igswy43','Sharp_Intense_Rogue_Gauntlet(C)'
'3275','igswz43','Endurance_Intense_Rogue_Gauntlet(C)'
'3276','igsrq43','Advanced_Strength_Intense_Velocity_Armlet(C)'
'3277','igsrr43','Pain_Intense_Velocity_Armlet(C)'
'3278','igsrs43','Strong_Intense_Velocity_Armlet(C)'
'3279','igsrt43','Solid_Intense_Velocity_Armlet(C)'
'3280','igsru43','Strength_Intense_Velocity_Armlet(C)'
'3281','igsrv43','Protection_Intense_Velocity_Armlet(C)'
'3282','igsrw43','Vampire_Intense_Velocity_Armlet(C)'
'3283','igsrx43','Guardian_Intense_Velocity_Armlet(C)'
'3284','igsry43','Sharp_Intense_Velocity_Armlet(C)'
'3285','igsrz43','Endurance_Intense_Velocity_Armlet(C)'
'3286','igsfq43','Advanced_Strength_Intense_Sharmans_Glove(C)'
'3287','igsfr43','Pain_Intense_Sharmans_Glove(C)'
'3288','igsfs43','Strong_Intense_Sharmans_Glove(C)'
'3289','igsft43','Solid_Intense_Sharmans_Glove(C)'
'3290','igsfu43','Strength_Intense_Sharmans_Glove(C)'
'3291','igsfv43','Protection_Intense_Sharmans_Glove(C)'
'3292','igsfw43','Vampire_Intense_Sharmans_Glove(C)'
'3293','igsfx43','Guardian_Intense_Sharmans_Glove(C)'
'3294','igsfy43','Sharp_Intense_Sharmans_Glove(C)'
'3295','igsfz43','Endurance_Intense_Sharmans_Glove(C)'
'3296','igswq41','Advanced_Strength_Intense_Odinz_Gauntlet(C)'
'3297','igswr41','Pain_Intense_Odinz_Gauntlet(C)'
'3298','igsws41','Strong_Intense_Odinz_Gauntlet(C)'
'3299','igswt41','Solid_Intense_Odinz_Gauntlet(C)'
'3300','igswu41','Strength_Intense_Odinz_Gauntlet(C)'
'3301','igswv41','Protection_Intense_Odinz_Gauntlet(C)'
'3302','igsww41','Vampire_Intense_Odinz_Gauntlet(C)'
'3303','igswx41','Guardian_Intense_Odinz_Gauntlet(C)'
'3304','igswy41','Sharp_Intense_Odinz_Gauntlet(C)'
'3305','igswz41','Endurance_Intense_Odinz_Gauntlet(C)'
'3306','igsrq41','Advanced_Strength_Intense_Glow_Armlet(C)'
'3307','igsrr41','Pain_Intense_Glow_Armlet(C)'
'3308','igsrs41','Strong_Intense_Glow_Armlet(C)'
'3309','igsrt41','Solid_Intense_Glow_Armlet(C)'
'3310','igsru41','Strength_Intense_Glow_Armlet(C)'
'3311','igsrv41','Protection_Intense_Glow_Armlet(C)'
'3312','igsrw41','Vampire_Intense_Glow_Armlet(C)'
'3313','igsrx41','Guardian_Intense_Glow_Armlet(C)'
'3314','igsry41','Sharp_Intense_Glow_Armlet(C)'
'3315','igsrz41','Endurance_Intense_Glow_Armlet(C)'
'3316','igsfq41','Advanced_Strength_Intense_Itaco_Glove(C)'
'3317','igsfr41','Pain_Intense_Itaco_Glove(C)'
'3318','igsfs41','Strong_Intense_Itaco_Glove(C)'
'3319','igsft41','Solid_Intense_Itaco_Glove(C)'
'3320','igsfu41','Strength_Intense_Itaco_Glove(C)'
'3321','igsfv41','Protection_Intense_Itaco_Glove(C)'
'3322','igsfw41','Vampire_Intense_Itaco_Glove(C)'
'3323','igsfx41','Guardian_Intense_Itaco_Glove(C)'
'3324','igsfy41','Sharp_Intense_Itaco_Glove(C)'
'3325','igsfz41','Endurance_Intense_Itaco_Glove(C)'
'3326','igswq39','Advanced_Strength_Intense_Odinz_Ra_Armlet(C)'
'3327','igswr39','Pain_Intense_Odinz_Ra_Armlet(C)'
'3328','igsws39','Strong_Intense_Odinz_Ra_Armlet(C)'
'3329','igswt39','Solid_Intense_Odinz_Ra_Armlet(C)'
'3330','igswu39','Strength_Intense_Odinz_Ra_Armlet(C)'
'3331','igswv39','Protection_Intense_Odinz_Ra_Armlet(C)'
'3332','igsww39','Vampire_Intense_Odinz_Ra_Armlet(C)'
'3333','igswx39','Guardian_Intense_Odinz_Ra_Armlet(C)'
'3334','igswy39','Sharp_Intense_Odinz_Ra_Armlet(C)'
'3335','igswz39','Endurance_Intense_Odinz_Ra_Armlet(C)'
'3336','igsrq39','Advanced_Strength_Intense_Limited_Glow_Bracelet(C)'
'3337','igsrr39','Pain_Intense_Limited_Glow_Bracelet(C)'
'3338','igsrs39','Strong_Intense_Limited_Glow_Bracelet(C)'
'3339','igsrt39','Solid_Intense_Limited_Glow_Bracelet(C)'
'3340','igsru39','Strength_Intense_Limited_Glow_Bracelet(C)'
'3341','igsrv39','Protection_Intense_Limited_Glow_Bracelet(C)'
'3342','igsrw39','Vampire_Intense_Limited_Glow_Bracelet(C)'
'3343','igsrx39','Guardian_Intense_Limited_Glow_Bracelet(C)'
'3344','igsry39','Sharp_Intense_Limited_Glow_Bracelet(C)'
'3345','igsrz39','Endurance_Intense_Limited_Glow_Bracelet(C)'
'3346','igsfq39','Advanced_Strength_Intense_Force_Mitten(C)'
'3347','igsfr39','Pain_Intense_Force_Mitten(C)'
'3348','igsfs39','Strong_Intense_Force_Mitten(C)'
'3349','igsft39','Solid_Intense_Force_Mitten(C)'
'3350','igsfu39','Strength_Intense_Force_Mitten(C)'
'3351','igsfv39','Protection_Intense_Force_Mitten(C)'
'3352','igsfw39','Vampire_Intense_Force_Mitten(C)'
'3353','igsfx39','Guardian_Intense_Force_Mitten(C)'
'3354','igsfy39','Sharp_Intense_Force_Mitten(C)'
'3355','igsfz39','Endurance_Intense_Force_Mitten(C)'
'3356','igmwq50','Advanced_Strength_Intense_Golden_Gauntlet(C)'
'3357','igmwr50','Pain_Intense_Golden_Gauntlet(C)'
'3358','igmws50','Strong_Intense_Golden_Gauntlet(C)'
'3359','igmwt50','Solid_Intense_Golden_Gauntlet(C)'
'3360','igmwu50','Strength_Intense_Golden_Gauntlet(C)'
'3361','igmwv50','Protection_Intense_Golden_Gauntlet(C)'
'3362','igmww50','Vampire_Intense_Golden_Gauntlet(C)'
'3363','igmwx50','Guardian_Intense_Golden_Gauntlet(C)'
'3364','igmwy50','Sharp_Intense_Golden_Gauntlet(C)'
'3365','igmwz50','Endurance_Intense_Golden_Gauntlet(C)'
'3366','igmrq50','Advanced_Strength_Intense_Please_Armlet(C)'
'3367','igmrr50','Pain_Intense_Please_Armlet(C)'
'3368','igmrs50','Strong_Intense_Please_Armlet(C)'
'3369','igmrt50','Solid_Intense_Please_Armlet(C)'
'3370','igmru50','Strength_Intense_Please_Armlet(C)'
'3371','igmrv50','Protection_Intense_Please_Armlet(C)'
'3372','igmrw50','Vampire_Intense_Please_Armlet(C)'
'3373','igmrx50','Guardian_Intense_Please_Armlet(C)'
'3374','igmry50','Sharp_Intense_Please_Armlet(C)'
'3375','igmrz50','Endurance_Intense_Please_Armlet(C)'
'3376','igmfq50','Advanced_Strength_Intense_Noble_Hora_Glove(C)'
'3377','igmfr50','Pain_Intense_Noble_Hora_Glove(C)'
'3378','igmfs50','Strong_Intense_Noble_Hora_Glove(C)'
'3379','igmft50','Solid_Intense_Noble_Hora_Glove(C)'
'3380','igmfu50','Strength_Intense_Noble_Hora_Glove(C)'
'3381','igmfv50','Protection_Intense_Noble_Hora_Glove(C)'
'3382','igmfw50','Vampire_Intense_Noble_Hora_Glove(C)'
'3383','igmfx50','Guardian_Intense_Noble_Hora_Glove(C)'
'3384','igmfy50','Sharp_Intense_Noble_Hora_Glove(C)'
'3385','igmfz50','Endurance_Intense_Noble_Hora_Glove(C)'
'3386','igmwq47','Advanced_Strength_Intense_Berserker_Gauntlet(C)'
'3387','igmwr47','Pain_Intense_Berserker_Gauntlet(C)'
'3388','igmws47','Strong_Intense_Berserker_Gauntlet(C)'
'3389','igmwt47','Solid_Intense_Berserker_Gauntlet(C)'
'3390','igmwu47','Strength_Intense_Berserker_Gauntlet(C)'
'3391','igmwv47','Protection_Intense_Berserker_Gauntlet(C)'
'3392','igmww47','Vampire_Intense_Berserker_Gauntlet(C)'
'3393','igmwx47','Guardian_Intense_Berserker_Gauntlet(C)'
'3394','igmwy47','Sharp_Intense_Berserker_Gauntlet(C)'
'3395','igmwz47','Endurance_Intense_Berserker_Gauntlet(C)'
'3396','igmrq47','Advanced_Strength_Intense_Small_Hora_Armlet(C)'
'3397','igmrr47','Pain_Intense_Small_Hora_Armlet(C)'
'3398','igmrs47','Strong_Intense_Small_Hora_Armlet(C)'
'3399','igmrt47','Solid_Intense_Small_Hora_Armlet(C)'
'3400','igmru47','Strength_Intense_Small_Hora_Armlet(C)'
'3401','igmrv47','Protection_Intense_Small_Hora_Armlet(C)'
'3402','igmrw47','Vampire_Intense_Small_Hora_Armlet(C)'
'3403','igmrx47','Guardian_Intense_Small_Hora_Armlet(C)'
'3404','igmry47','Sharp_Intense_Small_Hora_Armlet(C)'
'3405','igmrz47','Endurance_Intense_Small_Hora_Armlet(C)'
'3406','igmfq47','Advanced_Strength_Intense_Noble_Glove(C)'
'3407','igmfr47','Pain_Intense_Noble_Glove(C)'
'3408','igmfs47','Strong_Intense_Noble_Glove(C)'
'3409','igmft47','Solid_Intense_Noble_Glove(C)'
'3410','igmfu47','Strength_Intense_Noble_Glove(C)'
'3411','igmfv47','Protection_Intense_Noble_Glove(C)'
'3412','igmfw47','Vampire_Intense_Noble_Glove(C)'
'3413','igmfx47','Guardian_Intense_Noble_Glove(C)'
'3414','igmfy47','Sharp_Intense_Noble_Glove(C)'
'3415','igmfz47','Endurance_Intense_Baal_Glove(C)'
'3416','igmwq45','Advanced_Strength_Intense_Magnetic_Gauntlet(C)'
'3417','igmwr45','Pain_Intense_Magnetic_Gauntlet(C)'
'3418','igmws45','Strong_Intense_Magnetic_Gauntlet(C)'
'3419','igmwt45','Solid_Intense_Magnetic_Gauntlet(C)'
'3420','igmwu45','Strength_Intense_Magnetic_Gauntlet(C)'
'3421','igmwv45','Protection_Intense_Magnetic_Gauntlet(C)'
'3422','igmww45','Vampire_Intense_Magnetic_Gauntlet(C)'
'3423','igmwx45','Guardian_Intense_Magnetic_Gauntlet(C)'
'3424','igmwy45','Sharp_Intense_Magnetic_Gauntlet(C)'
'3425','igmwz45','Endurance_Intense_Magnetic_Gauntlet(C)'
'3426','igmrq45','Advanced_Strength_Intense_Dragon_Feather_Armlet(C)'
'3427','igmrr45','Pain_Intense_Dragon_Feather_Armlet(C)'
'3428','igmrs45','Strong_Intense_Dragon_Feather_Armlet(C)'
'3429','igmrt45','Solid_Intense_Dragon_Feather_Armlet(C)'
'3430','igmru45','Strength_Intense_Dragon_Feather_Armlet(C)'
'3431','igmrv45','Protection_Intense_Dragon_Feather_Armlet(C)'
'3432','igmrw45','Vampire_Intense_Dragon_Feather_Armlet(C)'
'3433','igmrx45','Guardian_Intense_Dragon_Feather_Armlet(C)'
'3434','igmry45','Sharp_Intense_Dragon_Feather_Armlet(C)'
'3435','igmrz45','Endurance_Intense_Dragon_Feather_Armlet(C)'
'3436','igmfq45','Advanced_Strength_Intense_Baal_Glove(C)'
'3437','igmfr45','Pain_Intense_Baal_Glove(C)'
'3438','igmfs45','Strong_Intense_Baal_Glove(C)'
'3439','igmft45','Solid_Intense_Baal_Glove(C)'
'3440','igmfu45','Strength_Intense_Baal_Glove(C)'
'3441','igmfv45','Protection_Intense_Baal_Glove(C)'
'3442','igmfw45','Vampire_Intense_Baal_Glove(C)'
'3443','igmfx45','Guardian_Intense_Baal_Glove(C)'
'3444','igmfy45','Sharp_Intense_Baal_Glove(C)'
'3445','igmfz45','Endurance_Intense_Baal_Glove(C)'
'3446','igmwq43','Advanced_Strength_Intense_Chip_Magnetic_Gauntlet(C)'
'3447','igmwr43','Pain_Intense_Chip_Magnetic_Gauntlet(C)'
'3448','igmws43','Strong_Intense_Chip_Magnetic_Gauntlet(C)'
'3449','igmwt43','Solid_Intense_Chip_Magnetic_Gauntlet(C)'
'3450','igmwu43','Strength_Intense_Chip_Magnetic_Gauntlet(C)'
'3451','igmwv43','Protection_Intense_Chip_Magnetic_Gauntlet(C)'
'3452','igmww43','Vampire_Intense_Chip_Magnetic_Gauntlet(C)'
'3453','igmwx43','Guardian_Intense_Chip_Magnetic_Gauntlet(C)'
'3454','igmwy43','Sharp_Intense_Chip_Magnetic_Gauntlet(C)'
'3455','igmwz43','Endurance_Intense_Chip_Magnetic_Gauntlet(C)'
'3456','igmrq43','Advanced_Strength_Intense_Feather_Armlet(C)'
'3457','igmrr43','Pain_Intense_Feather_Armlet(C)'
'3458','igmrs43','Strong_Intense_Feather_Armlet(C)'
'3459','igmrt43','Solid_Intense_Feather_Armlet(C)'
'3460','igmru43','Strength_Intense_Feather_Armlet(C)'
'3461','igmrv43','Protection_Intense_Feather_Armlet(C)'
'3462','igmrw43','Vampire_Intense_Feather_Armlet(C)'
'3463','igmrx43','Guardian_Intense_Feather_Armlet(C)'
'3464','igmry43','Sharp_Intense_Feather_Armlet(C)'
'3465','igmrz43','Endurance_Intense_Feather_Armlet(C)'
'3466','igmfq43','Advanced_Strength_Intense_Simple_Baal_Glove(C)'
'3467','igmfr43','Pain_Intense_Simple_Baal_Glove(C)'
'3468','igmfs43','Strong_Intense_Simple_Baal_Glove(C)'
'3469','igmft43','Solid_Intense_Simple_Baal_Glove(C)'
'3470','igmfu43','Strength_Intense_Simple_Baal_Glove(C)'
'3471','igmfv43','Protection_Intense_Simple_Baal_Glove(C)'
'3472','igmfw43','Vampire_Intense_Simple_Baal_Glove(C)'
'3473','igmfx43','Guardian_Intense_Simple_Baal_Glove(C)'
'3474','igmfy43','Sharp_Intense_Simple_Baal_Glove(C)'
'3475','igmfz43','Endurance_Intense_Simple_Baal_Glove(C)'
'3476','igmwq41','Advanced_Strength_Intense_Double_Core_Gauntlet(C)'
'3477','igmwr41','Pain_Intense_Double_Core_Gauntlet(C)'
'3478','igmws41','Strong_Intense_Double_Core_Gauntlet(C)'
'3479','igmwt41','Solid_Intense_Double_Core_Gauntlet(C)'
'3480','igmwu41','Strength_Intense_Double_Core_Gauntlet(C)'
'3481','igmwv41','Protection_Intense_Double_Core_Gauntlet(C)'
'3482','igmww41','Vampire_Intense_Double_Core_Gauntlet(C)'
'3483','igmwx41','Guardian_Intense_Double_Core_Gauntlet(C)'
'3484','igmwy41','Sharp_Intense_Double_Core_Gauntlet(C)'
'3485','igmwz41','Endurance_Intense_Double_Core_Gauntlet(C)'
'3486','igmrq41','Advanced_Strength_Intense_Ell_Armlet(C)'
'3487','igmrr41','Pain_Intense_Ell_Armlet(C)'
'3488','igmrs41','Strong_Intense_Ell_Armlet(C)'
'3489','igmrt41','Solid_Intense_Ell_Armlet(C)'
'3490','igmru41','Strength_Intense_Ell_Armlet(C)'
'3491','igmrv41','Protection_Intense_Ell_Armlet(C)'
'3492','igmrw41','Vampire_Intense_Ell_Armlet(C)'
'3493','igmrx41','Guardian_Intense_Ell_Armlet(C)'
'3494','igmry41','Sharp_Intense_Ell_Armlet(C)'
'3495','igmrz41','Endurance_Intense_Ell_Armlet(C)'
'3496','igmfq41','Advanced_Strength_Intense_Bless_Glove(C)'
'3497','igmfr41','Pain_Intense_Bless_Glove(C)'
'3498','igmfs41','Strong_Intense_Bless_Glove(C)'
'3499','igmft41','Solid_Intense_Bless_Glove(C)'
'3500','igmfu41','Strength_Intense_Bless_Glove(C)'
'3501','igmfv41','Protection_Intense_Bless_Glove(C)'
'3502','igmfw41','Vampire_Intense_Bless_Glove(C)'
'3503','igmfx41','Guardian_Intense_Bless_Glove(C)'
'3504','igmfy41','Sharp_Intense_Bless_Glove(C)'
'3505','igmfz41','Endurance_Intense_Bless_Glove(C)'
'3506','igmwq39','Advanced_Strength_Intense_Core_Armlet(C)'
'3507','igmwr39','Pain_Intense_Core_Armlet(C)'
'3508','igmws39','Strong_Intense_Core_Armlet(C)'
'3509','igmwt39','Solid_Intense_Core_Armlet(C)'
'3510','igmwu39','Strength_Intense_Core_Armlet(C)'
'3511','igmwv39','Protection_Intense_Core_Armlet(C)'
'3512','igmww39','Vampire_Intense_Core_Armlet(C)'
'3513','igmwx39','Guardian_Intense_Core_Armlet(C)'
'3514','igmwy39','Sharp_Intense_Core_Armlet(C)'
'3515','igmwz39','Endurance_Intense_Core_Armlet(C)'
'3516','igmrq39','Advanced_Strength_Intense_Tiny_Ell_Bracelet(C)'
'3517','igmrr39','Pain_Intense_Tiny_Ell_Bracelet(C)'
'3518','igmrs39','Strong_Intense_Tiny_Ell_Bracelet(C)'
'3519','igmrt39','Solid_Intense_Tiny_Ell_Bracelet(C)'
'3520','igmru39','Strength_Intense_Tiny_Ell_Bracelet(C)'
'3521','igmrv39','Protection_Intense_Tiny_Ell_Bracelet(C)'
'3522','igmrw39','Vampire_Intense_Tiny_Ell_Bracelet(C)'
'3523','igmrx39','Guardian_Intense_Tiny_Ell_Bracelet(C)'
'3524','igmry39','Sharp_Intense_Tiny_Ell_Bracelet(C)'
'3525','igmrz39','Endurance_Intense_Tiny_Ell_Bracelet(C)'
'3526','igmfq39','Advanced_Strength_Intense_Battle_Mitten(C)'
'3527','igmfr39','Pain_Intense_Battle_Mitten(C)'
'3528','igmfs39','Strong_Intense_Battle_Mitten(C)'
'3529','igmft39','Solid_Intense_Battle_Mitten(C)'
'3530','igmfu39','Strength_Intense_Battle_Mitten(C)'
'3531','igmfv39','Protection_Intense_Battle_Mitten(C)'
'3532','igmfw39','Vampire_Intense_Battle_Mitten(C)'
'3533','igmfx39','Guardian_Intense_Battle_Mitten(C)'
'3534','igmfy39','Sharp_Intense_Battle_Mitten(C)'
'3535','igmfz39','Endurance_Intense_Battle_Mitten(C)'
'3536','ighwq50','Advanced_Strength_Intense_Temple_Beam_Arm(C)'
'3537','ighwr50','Pain_Intense_Temple_Beam_Arm(C)'
'3538','ighws50','Strong_Intense_Temple_Beam_Arm(C)'
'3539','ighwt50','Solid_Intense_Temple_Beam_Arm(C)'
'3540','ighwu50','Strength_Intense_Temple_Beam_Arm(C)'
'3541','ighwv50','Protection_Intense_Temple_Beam_Arm(C)'
'3542','ighww50','Vampire_Intense_Temple_Beam_Arm(C)'
'3543','ighwx50','Guardian_Intense_Temple_Beam_Arm(C)'
'3544','ighwy50','Sharp_Intense_Temple_Beam_Arm(C)'
'3545','ighwz50','Endurance_Intense_Temple_Beam_Arm(C)'
'3546','ighrq50','Advanced_Strength_Intense_Metal_Per_Arm(C)'
'3547','ighrr50','Pain_Intense_Metal_Per_Arm(C)'
'3548','ighrs50','Strong_Intense_Metal_Per_Arm(C)'
'3549','ighrt50','Solid_Intense_Metal_Per_Arm(C)'
'3550','ighru50','Strength_Intense_Metal_Per_Arm(C)'
'3551','ighrv50','Protection_Intense_Metal_Per_Arm(C)'
'3552','ighrw50','Vampire_Intense_Metal_Per_Arm(C)'
'3553','ighrx50','Guardian_Intense_Metal_Per_Arm(C)'
'3554','ighry50','Sharp_Intense_Metal_Per_Arm(C)'
'3555','ighrz50','Endurance_Intense_Metal_Per_Arm(C)'
'3556','ighfq50','Advanced_Strength_Intense_EW_Arm(C)'
'3557','ighfr50','Pain_Intense_EW_Arm(C)'
'3558','ighfs50','Strong_Intense_EW_Arm(C)'
'3559','ighft50','Solid_Intense_EW_Arm(C)'
'3560','ighfu50','Strength_Intense_EW_Arm(C)'
'3561','ighfv50','Protection_Intense_EW_Arm(C)'
'3562','ighfw50','Vampire_Intense_EW_Arm(C)'
'3563','ighfx50','Guardian_Intense_EW_Arm(C)'
'3564','ighfy50','Sharp_Intense_EW_Arm(C)'
'3565','ighfz50','Endurance_Intense_EW_Arm(C)'
'3566','ighwq47','Advanced_Strength_Intense_Power_Suit_Arm(C)'
'3567','ighwr47','Pain_Intense_Power_Suit_Arm(C)'
'3568','ighws47','Strong_Intense_Power_Suit_Arm(C)'
'3569','ighwt47','Solid_Intense_Power_Suit_Arm(C)'
'3570','ighwu47','Strength_Intense_Power_Suit_Arm(C)'
'3571','ighwv47','Protection_Intense_Power_Suit_Arm(C)'
'3572','ighww47','Vampire_Intense_Power_Suit_Arm(C)'
'3573','ighwx47','Guardian_Intense_Power_Suit_Arm(C)'
'3574','ighwy47','Sharp_Intense_Power_Suit_Arm(C)'
'3575','ighwz47','Endurance_Intense_Power_Suit_Arm(C)'
'3576','ighrq47','Advanced_Strength_Intense_Hora_Piece_Arm(C)'
'3577','ighrr47','Pain_Intense_Hora_Piece_Arm(C)'
'3578','ighrs47','Strong_Intense_Hora_Piece_Arm(C)'
'3579','ighrt47','Solid_Intense_Hora_Piece_Arm(C)'
'3580','ighru47','Strength_Intense_Hora_Piece_Arm(C)'
'3581','ighrv47','Protection_Intense_Hora_Piece_Arm(C)'
'3582','ighrw47','Vampire_Intense_Hora_Piece_Arm(C)'
'3583','ighrx47','Guardian_Intense_Hora_Piece_Arm(C)'
'3584','ighry47','Sharp_Intense_Hora_Piece_Arm(C)'
'3585','ighrz47','Endurance_Intense_Hora_Piece_Arm(C)'
'3586','ighfq47','Advanced_Strength_Intense_Normal_EW_Arm(C)'
'3587','ighfr47','Pain_Intense_Normal_EW_Arm(C)'
'3588','ighfs47','Strong_Intense_Normal_EW_Arm(C)'
'3589','ighft47','Solid_Intense_Normal_EW_Arm(C)'
'3590','ighfu47','Strength_Intense_Normal_EW_Arm(C)'
'3591','ighfv47','Protection_Intense_Normal_EW_Arm(C)'
'3592','ighfw47','Vampire_Intense_Normal_EW_Arm(C)'
'3593','ighfx47','Guardian_Intense_Normal_EW_Arm(C)'
'3594','ighfy47','Sharp_Intense_Normal_EW_Arm(C)'
'3595','ighfz47','Endurance_Intense_Normal_EW_Arm(C)'
'3596','ighwq45','Advanced_Strength_Intense_Top_Alloy_Arm(C)'
'3597','ighwr45','Pain_Intense_Top_Alloy_Arm(C)'
'3598','ighws45','Strong_Intense_Top_Alloy_Arm(C)'
'3599','ighwt45','Solid_Intense_Top_Alloy_Arm(C)'
'3600','ighwu45','Strength_Intense_Top_Alloy_Arm(C)'
'3601','ighwv45','Protection_Intense_Top_Alloy_Arm(C)'
'3602','ighww45','Vampire_Intense_Top_Alloy_Arm(C)'
'3603','ighwx45','Guardian_Intense_Top_Alloy_Arm(C)'
'3604','ighwy45','Sharp_Intense_Top_Alloy_Arm(C)'
'3605','ighwz45','Endurance_Intense_Top_Alloy_Arm(C)'
'3606','ighrq45','Advanced_Strength_Intense_Vacuum_Arm(C)'
'3607','ighrr45','Pain_Intense_Vacuum_Arm(C)'
'3608','ighrs45','Strong_Intense_Vacuum_Arm(C)'
'3609','ighrt45','Solid_Intense_Vacuum_Arm(C)'
'3610','ighru45','Strength_Intense_Vacuum_Arm(C)'
'3611','ighrv45','Protection_Intense_Vacuum_Arm(C)'
'3612','ighrw45','Vampire_Intense_Vacuum_Arm(C)'
'3613','ighrx45','Guardian_Intense_Vacuum_Arm(C)'
'3614','ighry45','Sharp_Intense_Vacuum_Arm(C)'
'3615','ighrz45','Endurance_Intense_Vacuum_Arm(C)'
'3616','ighfq45','Advanced_Strength_Intense_Missile_Launcher_Arm(C)'
'3617','ighfr45','Pain_Intense_Missile_Launcher_Arm(C)'
'3618','ighfs45','Strong_Intense_Missile_Launcher_Arm(C)'
'3619','ighft45','Solid_Intense_Missile_Launcher_Arm(C)'
'3620','ighfu45','Strength_Intense_Missile_Launcher_Arm(C)'
'3621','ighfv45','Protection_Intense_Missile_Launcher_Arm(C)'
'3622','ighfw45','Vampire_Intense_Missile_Launcher_Arm(C)'
'3623','ighfx45','Guardian_Intense_Missile_Launcher_Arm(C)'
'3624','ighfy45','Sharp_Intense_Missile_Launcher_Arm(C)'
