'0','iyyyy01','Cling'
'970','iycsd47','Stable_Shield4~6Favor_Upgrader_[B_Class]'
'971','iycsd48','Stable_Shield3~7Favor_Upgrader_[B_Class]'
'972','iycsd49','Stable_Shield4~7Favor_Upgrader_[B_Class]'
'973','iycsd50','Stable_Shield5~7Favor_Upgrader_[B_Class]'
'974','iycsd51','Stable_3~4Favor_Upgrader_[Normal]'
'975','iycsd52','Stable_Shirt3~4Favor_Upgrader_[Normal]'
'976','iycsd53','Stable_Pants3~4Favor_Upgrader_[Normal]'
'977','iycsd54','Stable_Gloves3~4Favor_Upgrader_[Normal]'
'978','iycsd55','Stable_Shoes_3~4Favor_Upgrader_[Normal]'
'979','iycsd56','Stable_3~5Favor_Upgrader_[Normal]'
'980','iycsd57','Stable_Shirt3~5Favor_Upgrader_[Normal]'
'981','iycsd58','Stable_Pants3~5Favor_Upgrader_[Normal]'
'982','iycsd59','Stable_Gloves3~5Favor_Upgrader_[Normal]'
'983','iycsd60','Stable_Shoes_3~5Favor_Upgrader_[Normal]'
'984','iycsd61','Stable_4~6Favor_Upgrader_[Normal]'
'985','iycsd62','Stable_Shirt4~6Favor_Upgrader_[Normal]'
'986','iycsd63','Stable_Pants4~6Favor_Upgrader_[Normal]'
'987','iycsd64','Stable_Gloves4~6Favor_Upgrader_[Normal]'
'988','iycsd65','Stable_Shoes_4~6Favor_Upgrader_[Normal]'
'989','iycsd66','Stable_3~7Favor_Upgrader_[Normal]'
'990','iycsd67','Stable_Shirt3~7Favor_Upgrader_[Normal]'
'991','iycsd68','Stable_Pants3~7Favor_Upgrader_[Normal]'
'992','iycsd69','Stable_Gloves3~7Favor_Upgrader_[Normal]'
'993','iycsd70','Stable_Shoes_3~7Favor_Upgrader_[Normal]'
'994','iycsd71','Stable_4~7Favor_Upgrader_[Normal]'
'995','iycsd72','Stable_Shirt4~7Favor_Upgrader_[Normal]'
'996','iycsd73','Stable_Pants4~7Favor_Upgrader_[Normal]'
'997','iycsd74','Stable_Gloves4~7Favor_Upgrader_[Normal]'
'998','iycsd75','Stable_Shoes_4~7Favor_Upgrader_[Normal]'
'999','iycsd76','Stable_5~7Favor_Upgrader_[Normal]'
'1000','iycsd77','Stable_Shirt5~7Favor_Upgrader_[Normal]'
'1001','iycsd78','Stable_Pants5~7Favor_Upgrader_[Normal]'
'1002','iycsd79','Stable_Gloves5~7Favor_Upgrader_[Normal]'
'1003','iycsd80','Stable_Shoes_5~7Favor_Upgrader_[Normal]'
'1004','iycsd81','Stable_Shield3~4Favor_Upgrader_[Normal]'
'1005','iycsd82','Stable_Shield3~5Favor_Upgrader_[Normal]'
'1006','iycsd83','Stable_Shield4~6Favor_Upgrader_[Normal]'
'1007','iycsd84','Stable_Shield3~7Favor_Upgrader_[Normal]'
'1008','iycsd85','Stable_Shield4~7Favor_Upgrader_[Normal]'
'1009','iycsd86','Stable_Shield5~7Favor_Upgrader_[Normal]'
'1010','iycsd87','Stable_1~4Favor_Upgrader_[Normal]'
'1011','iycsd88','Stable_1~5Favor_Upgrader_[Normal]'
'1012','iycsd89','Stable_2~4Favor_Upgrader_[Normal]'
'1013','iycsd90','Stable_2~5Favor_Upgrader_[Normal]'
'1014','iycsd91','Stable_2~6Favor_Upgrader_[Normal]'
'1015','iycsd92','Stable_3~6Favor_Upgrader_[Normal]'
'1016','iycsd93','Stable_4~5Favor_Upgrader_[Normal]'
'1017','iycsd94','Stable_5~6Favor_Upgrader_[Normal]'
'1018','iycsd95','Stable_6~7Favor_Upgrader_[Normal]'
'1019','iycsd96','Stable_1~4Favor_Upgrader_[B_Class]'
'1020','iycsd97','Stable_1~5Favor_Upgrader_[B_Class]'
'1021','iycsd98','Stable_2~4Favor_Upgrader_[B_Class]'
'1022','iycsd99','Stable_2~5Favor_Upgrader_[B_Class]'
'1023','iycse01','Stable_2~6Favor_Upgrader_[B_Class]'
'1024','iycse02','Stable_3~6Favor_Upgrader_[B_Class]'
'1025','iycse03','Stable_4~5Favor_Upgrader_[B_Class]'
'1026','iycse04','Stable_5~6Favor_Upgrader_[B_Class]'
'1027','iycse05','Stable_6~7Favor_Upgrader_[B_Class]'
'1028','iycse06','Stable_1~4Favor_Upgrader_[C_Class]'
'1029','iycse07','Stable_1~5Favor_Upgrader_[C_Class]'
'1030','iycse08','Stable_2~4Favor_Upgrader_[C_Class]'
'1031','iycse09','Stable_2~5Favor_Upgrader_[C_Class]'
'1032','iycse10','Stable_2~6Favor_Upgrader_[C_Class]'
'1033','iycse11','Stable_3~6Favor_Upgrader_[C_Class]'
'1034','iycse12','Stable_4~5Favor_Upgrader_[C_Class]'
'1035','iycse13','Stable_5~6Favor_Upgrader_[C_Class]'
'1036','iycse14','Stable_3~4Favor_Upgrader_[C_Class]'
'1037','iycse15','Stable_3~5Favor_Upgrader_[C_Class]'
'1038','iycse16','Stable_4~6Favor_Upgrader_[C_Class]'
'1039','iycse17','Stable_3~7Favor_Upgrader_[C_Class]'
'1040','iycse18','Stable_4~7Favor_Upgrader_[C_Class]'
'1041','iycse19','Stable_5~7Favor_Upgrader_[C_Class]'
'1042','iycse20','Stable_6~7Favor_Upgrader_[C_Class]'
'1043','iycse21','Stable_Helmet3~4Wisdom_Upgrader_[B_Class]'
'1044','iycse22','Stable_Helmet3~5Wisdom_Upgrader_[B_Class]'
'1045','iycse23','Stable_Helmet4~6Wisdom_Upgrader_[B_Class]'
'1046','iycse24','Stable_Helmet3~7Wisdom_Upgrader_[B_Class]'
'1047','iycse25','Stable_Helmet4~7Wisdom_Upgrader_[B_Class]'
'1048','iycse26','Stable_Helmet5~7Wisdom_Upgrader_[B_Class]'
'1049','iycse27','Stable_Helmet3~4Wisdom_Upgrader_[Normal]'
'1050','iycse28','Stable_Helmet3~5Wisdom_Upgrader_[Normal]'
'1051','iycse29','Stable_Helmet4~6Wisdom_Upgrader_[Normal]'
'1052','iycse30','Stable_Helmet3~7Wisdom_Upgrader_[Normal]'
'1053','iycse31','Stable_Helmet4~7Wisdom_Upgrader_[Normal]'
'1054','iycse32','Stable_Helmet5~7Wisdom_Upgrader_[Normal]'
'1055','iycse33','Stable_Helmet1~4Wisdom_Upgrader_[Normal]'
'1056','iycse34','Stable_Helmet1~5Wisdom_Upgrader_[Normal]'
'1057','iycse35','Stable_Helmet2~4Wisdom_Upgrader_[Normal]'
'1058','iycse36','Stable_Helmet2~5Wisdom_Upgrader_[Normal]'
'1059','iycse37','Stable_Helmet2~6Wisdom_Upgrader_[Normal]'
'1060','iycse38','Stable_Helmet3~6Wisdom_Upgrader_[Normal]'
'1061','iycse39','Stable_Helmet4~5Wisdom_Upgrader_[Normal]'
'1062','iycse40','Stable_Helmet5~6Wisdom_Upgrader_[Normal]'
'1063','iycse41','Stable_Helmet6~7Wisdom_Upgrader_[Normal]'
'1064','iycse42','Stable_Helmet1~4Wisdom_Upgrader_[B_Class]'
'1065','iycse43','Stable_Helmet1~5Wisdom_Upgrader_[B_Class]'
'1066','iycse44','Stable_Helmet2~4Wisdom_Upgrader_[B_Class]'
'1067','iycse45','Stable_Helmet2~5Wisdom_Upgrader_[B_Class]'
'1068','iycse46','Stable_Helmet2~6Wisdom_Upgrader_[B_Class]'
'1069','iycse47','Stable_Helmet3~6Wisdom_Upgrader_[B_Class]'
'1070','iycse48','Stable_Helmet4~5Wisdom_Upgrader_[B_Class]'
'1071','iycse49','Stable_Helmet5~6Wisdom_Upgrader_[B_Class]'
'1072','iycse50','Stable_Helmet6~7Wisdom_Upgrader_[B_Class]'
'1073','iycse51','Stable_Helmet1~4Wisdom_Upgrader_[C_Class]'
'1074','iycse52','Stable_Helmet1~5Wisdom_Upgrader_[C_Class]'
'1075','iycse53','Stable_Helmet2~4Wisdom_Upgrader_[C_Class]'
'1076','iycse54','Stable_Helmet2~5Wisdom_Upgrader_[C_Class]'
'1077','iycse55','Stable_Helmet2~6Wisdom_Upgrader_[C_Class]'
'1078','iycse56','Stable_Helmet3~6Wisdom_Upgrader_[C_Class]'
'1079','iycse57','Stable_Helmet4~5Wisdom_Upgrader_[C_Class]'
'1080','iycse58','Stable_Helmet5~6Wisdom_Upgrader_[C_Class]'
'1081','iycse59','Stable_Helmet3~4Wisdom_Upgrader_[C_Class]'
'1082','iycse60','Stable_Helmet3~5Wisdom_Upgrader_[C_Class]'
'1083','iycse61','Stable_Helmet4~6Wisdom_Upgrader_[C_Class]'
'1084','iycse62','Stable_Helmet3~7Wisdom_Upgrader_[C_Class]'
'1085','iycse63','Stable_Helmet4~7Wisdom_Upgrader_[C_Class]'
'1086','iycse64','Stable_Helmet5~7Wisdom_Upgrader_[C_Class]'
'1087','iycse65','Stable_Helmet6~7Wisdom_Upgrader_[C_Class]'
'1088','iycse66','Stable_Gloves3~4Darkness_Upgrader_[B_Class]'
'1089','iycse67','Stable_Gloves3~5Darkness_Upgrader_[B_Class]'
'1090','iycse68','Stable_Gloves4~6Darkness_Upgrader_[B_Class]'
'1091','iycse69','Stable_Gloves3~7Darkness_Upgrader_[B_Class]'
'1092','iycse70','Stable_Gloves4~7Darkness_Upgrader_[B_Class]'
'1093','iycse71','Stable_Gloves5~7Darkness_Upgrader_[B_Class]'
'1094','iycse72','Stable_Gloves3~4Darkness_Upgrader_[Normal]'
'1095','iycse73','Stable_Gloves3~5Darkness_Upgrader_[Normal]'
'1096','iycse74','Stable_Gloves4~6Darkness_Upgrader_[Normal]'
'1097','iycse75','Stable_Gloves3~7Darkness_Upgrader_[Normal]'
'1098','iycse76','Stable_Gloves4~7Darkness_Upgrader_[Normal]'
'1099','iycse77','Stable_Gloves5~7Darkness_Upgrader_[Normal]'
'1100','iycse78','Stable_Gloves1~4Darkness_Upgrader_[Normal]'
'1101','iycse79','Stable_Gloves1~5Darkness_Upgrader_[Normal]'
'1102','iycse80','Stable_Gloves2~4Darkness_Upgrader_[Normal]'
'1103','iycse81','Stable_Gloves2~5Darkness_Upgrader_[Normal]'
'1104','iycse82','Stable_Gloves2~6Darkness_Upgrader_[Normal]'
'1105','iycse83','Stable_Gloves3~6Darkness_Upgrader_[Normal]'
'1106','iycse84','Stable_Gloves4~5Darkness_Upgrader_[Normal]'
'1107','iycse85','Stable_Gloves5~6Darkness_Upgrader_[Normal]'
'1108','iycse86','Stable_Gloves6~7Darkness_Upgrader_[Normal]'
'1109','iycse87','Stable_Gloves1~4Darkness_Upgrader_[B_Class]'
'1110','iycse88','Stable_Gloves1~5Darkness_Upgrader_[B_Class]'
'1111','iycse89','Stable_Gloves2~4Darkness_Upgrader_[B_Class]'
'1112','iycse90','Stable_Gloves2~5Darkness_Upgrader_[B_Class]'
'1113','iycse91','Stable_Gloves2~6Darkness_Upgrader_[B_Class]'
'1114','iycse92','Stable_Gloves3~6Darkness_Upgrader_[B_Class]'
'1115','iycse93','Stable_Gloves4~5Darkness_Upgrader_[B_Class]'
'1116','iycse94','Stable_Gloves5~6Darkness_Upgrader_[B_Class]'
'1117','iycse95','Stable_Gloves6~7Darkness_Upgrader_[B_Class]'
'1118','iycse96','Stable_Gloves1~4Darkness_Upgrader_[C_Class]'
'1119','iycse97','Stable_Gloves1~5Darkness_Upgrader_[C_Class]'
'1120','iycse98','Stable_Gloves2~4Darkness_Upgrader_[C_Class]'
'1121','iycse99','Stable_Gloves2~5Darkness_Upgrader_[C_Class]'
'1122','iycsf01','Stable_Gloves2~6Darkness_Upgrader_[C_Class]'
'1123','iycsf02','Stable_Gloves3~6Darkness_Upgrader_[C_Class]'
'1124','iycsf03','Stable_Gloves4~5Darkness_Upgrader_[C_Class]'
'1125','iycsf04','Stable_Gloves5~6Darkness_Upgrader_[C_Class]'
'1126','iycsf05','Stable_Gloves3~4Darkness_Upgrader_[C_Class]'
'1127','iycsf06','Stable_Gloves3~5Darkness_Upgrader_[C_Class]'
'1128','iycsf07','Stable_Gloves4~6Darkness_Upgrader_[C_Class]'
'1129','iycsf08','Stable_Gloves3~7Darkness_Upgrader_[C_Class]'
'1130','iycsf09','Stable_Gloves4~7Darkness_Upgrader_[C_Class]'
'1131','iycsf10','Stable_Gloves5~7Darkness_Upgrader_[C_Class]'
'1132','iycsf11','Stable_Gloves6~7Darkness_Upgrader_[C_Class]'
'1133','iycsf12','Stable_Gloves3~4Grace_Upgrader_[B_Class]'
'1134','iycsf13','Stable_Gloves3~5Grace_Upgrader_[B_Class]'
'1135','iycsf14','Stable_Gloves4~6Grace_Upgrader_[B_Class]'
'1136','iycsf15','Stable_Gloves3~7Grace_Upgrader_[B_Class]'
'1137','iycsf16','Stable_Gloves4~7Grace_Upgrader_[B_Class]'
'1138','iycsf17','Stable_Gloves5~7Grace_Upgrader_[B_Class]'
'1139','iycsf18','Stable_Gloves3~4Grace_Upgrader_[Normal]'
'1140','iycsf19','Stable_Gloves3~5Grace_Upgrader_[Normal]'
'1141','iycsf20','Stable_Gloves4~6Grace_Upgrader_[Normal]'
'1142','iycsf21','Stable_Gloves3~7Grace_Upgrader_[Normal]'
'1143','iycsf22','Stable_Gloves4~7Grace_Upgrader_[Normal]'
'1144','iycsf23','Stable_Gloves5~7Grace_Upgrader_[Normal]'
'1145','iycsf24','Stable_Gloves1~4Grace_Upgrader_[Normal]'
'1146','iycsf25','Stable_Gloves1~5Grace_Upgrader_[Normal]'
'1147','iycsf26','Stable_Gloves2~4Grace_Upgrader_[Normal]'
'1148','iycsf27','Stable_Gloves2~5Grace_Upgrader_[Normal]'
'1149','iycsf28','Stable_Gloves2~6Grace_Upgrader_[Normal]'
'1150','iycsf29','Stable_Gloves3~6Grace_Upgrader_[Normal]'
'1151','iycsf30','Stable_Gloves4~5Grace_Upgrader_[Normal]'
'1152','iycsf31','Stable_Gloves5~6Grace_Upgrader_[Normal]'
'1153','iycsf32','Stable_Gloves6~7Grace_Upgrader_[Normal]'
'1154','iycsf33','Stable_Gloves1~4Grace_Upgrader_[B_Class]'
'1155','iycsf34','Stable_Gloves1~5Grace_Upgrader_[B_Class]'
'1156','iycsf35','Stable_Gloves2~4Grace_Upgrader_[B_Class]'
'1157','iycsf36','Stable_Gloves2~5Grace_Upgrader_[B_Class]'
'1158','iycsf37','Stable_Gloves2~6Grace_Upgrader_[B_Class]'
'1159','iycsf38','Stable_Gloves3~6Grace_Upgrader_[B_Class]'
'1160','iycsf39','Stable_Gloves4~5Grace_Upgrader_[B_Class]'
'1161','iycsf40','Stable_Gloves5~6Grace_Upgrader_[B_Class]'
'1162','iycsf41','Stable_Gloves6~7Grace_Upgrader_[B_Class]'
'1163','iycsf42','Stable_Gloves1~4Grace_Upgrader_[C_Class]'
'1164','iycsf43','Stable_Gloves1~5Grace_Upgrader_[C_Class]'
'1165','iycsf44','Stable_Gloves2~4Grace_Upgrader_[C_Class]'
'1166','iycsf45','Stable_Gloves2~5Grace_Upgrader_[C_Class]'
'1167','iycsf46','Stable_Gloves2~6Grace_Upgrader_[C_Class]'
'1168','iycsf47','Stable_Gloves3~6Grace_Upgrader_[C_Class]'
'1169','iycsf48','Stable_Gloves4~5Grace_Upgrader_[C_Class]'
'1170','iycsf49','Stable_Gloves5~6Grace_Upgrader_[C_Class]'
'1171','iycsf50','Stable_Gloves3~4Grace_Upgrader_[C_Class]'
'1172','iycsf51','Stable_Gloves3~5Grace_Upgrader_[C_Class]'
'1173','iycsf52','Stable_Gloves4~6Grace_Upgrader_[C_Class]'
'1174','iycsf53','Stable_Gloves3~7Grace_Upgrader_[C_Class]'
'1175','iycsf54','Stable_Gloves4~7Grace_Upgrader_[C_Class]'
'1176','iycsf55','Stable_Gloves5~7Grace_Upgrader_[C_Class]'
'1177','iycsf56','Stable_Gloves6~7Grace_Upgrader_[C_Class]'
'1178','iycsf57','Stable_Shoes_3~4_Mercy_Upgrader_[B_Class]'
'1179','iycsf58','Stable_Shoes_3~5_Mercy_Upgrader_[B_Class]'
'1180','iycsf59','Stable_Shoes_4~6_Mercy_Upgrader_[B_Class]'
'1181','iycsf60','Stable_Shoes_3~7_Mercy_Upgrader_[B_Class]'
'1182','iycsf61','Stable_Shoes_4~7_Mercy_Upgrader_[B_Class]'
'1183','iycsf62','Stable_Shoes_5~7_Mercy_Upgrader_[B_Class]'
'1184','iycsf63','Stable_Shoes_3~4_Mercy_Upgrader_[Normal]'
'1185','iycsf64','Stable_Shoes_3~5_Mercy_Upgrader_[Normal]'
'1186','iycsf65','Stable_Shoes_4~6_Mercy_Upgrader_[Normal]'
'1187','iycsf66','Stable_Shoes_3~7_Mercy_Upgrader_[Normal]'
'1188','iycsf67','Stable_Shoes_4~7_Mercy_Upgrader_[Normal]'
'1189','iycsf68','Stable_Shoes_5~7_Mercy_Upgrader_[Normal]'
'1190','iycsf69','Stable_Shoes_1~4_Mercy_Upgrader_[Normal]'
'1191','iycsf70','Stable_Shoes_1~5_Mercy_Upgrader_[Normal]'
'1192','iycsf71','Stable_Shoes_2~4_Mercy_Upgrader_[Normal]'
'1193','iycsf72','Stable_Shoes_2~5_Mercy_Upgrader_[Normal]'
'1194','iycsf73','Stable_Shoes_2~6_Mercy_Upgrader_[Normal]'
'1195','iycsf74','Stable_Shoes_3~6_Mercy_Upgrader_[Normal]'
'1196','iycsf75','Stable_Shoes_4~5_Mercy_Upgrader_[Normal]'
'1197','iycsf76','Stable_Shoes_5~6_Mercy_Upgrader_[Normal]'
'1198','iycsf77','Stable_Shoes_6~7_Mercy_Upgrader_[Normal]'
'1199','iycsf78','Stable_Shoes_1~4_Mercy_Upgrader_[B_Class]'
'1200','iycsf79','Stable_Shoes_1~5_Mercy_Upgrader_[B_Class]'
'1201','iycsf80','Stable_Shoes_2~4_Mercy_Upgrader_[B_Class]'
'1202','iycsf81','Stable_Shoes_2~5_Mercy_Upgrader_[B_Class]'
'1203','iycsf82','Stable_Shoes_2~6_Mercy_Upgrader_[B_Class]'
'1204','iycsf83','Stable_Shoes_3~6_Mercy_Upgrader_[B_Class]'
'1205','iycsf84','Stable_Shoes_4~5_Mercy_Upgrader_[B_Class]'
'1206','iycsf85','Stable_Shoes_5~6_Mercy_Upgrader_[B_Class]'
'1207','iycsf86','Stable_Shoes_6~7_Mercy_Upgrader_[B_Class]'
'1208','iycsf87','Stable_Shoes_1~4_Mercy_Upgrader_[C_Class]'
'1209','iycsf88','Stable_Shoes_1~5_Mercy_Upgrader_[C_Class]'
'1210','iycsf89','Stable_Shoes_2~4_Mercy_Upgrader_[C_Class]'
'1211','iycsf90','Stable_Shoes_2~5_Mercy_Upgrader_[C_Class]'
'1212','iycsf91','Stable_Shoes_2~6_Mercy_Upgrader_[C_Class]'
'1213','iycsf92','Stable_Shoes_3~6_Mercy_Upgrader_[C_Class]'
'1214','iycsf93','Stable_Shoes_4~5_Mercy_Upgrader_[C_Class]'
'1215','iycsf94','Stable_Shoes_5~6_Mercy_Upgrader_[C_Class]'
'1216','iycsf95','Stable_Shoes_3~4_Mercy_Upgrader_[C_Class]'
'1217','iycsf96','Stable_Shoes_3~5_Mercy_Upgrader_[C_Class]'
'1218','iycsf97','Stable_Shoes_4~6_Mercy_Upgrader_[C_Class]'
'1219','iycsf98','Stable_Shoes_3~7_Mercy_Upgrader_[C_Class]'
'1220','iycsf99','Stable_Shoes_4~7_Mercy_Upgrader_[C_Class]'
'1221','iycsg01','Stable_Shoes_5~7_Mercy_Upgrader_[C_Class]'
'1222','iycsg02','Stable_Shoes_6~7_Mercy_Upgrader_[C_Class]'
'1223','iycsg03','Stabilized_3~4_Chaos_upgrader[B_Class]'
'1224','iycsg04','Stabilized_3~5_Chaos_Upgrader[B_Class]'
'1225','iycsg05','Stabilized_4~6_Chaos_Upgrader[B_Class]'
'1226','iycsg06','Stabilized_3~7_Chaos_Upgrader[B_Class]'
'1227','iycsg07','Stabilized_4~7_Chaos_Upgrader[B_Class]'
'1228','iycsg08','Stabilized_5~7_Chaos_Upgrader[B_Class]'
'1229','iycsg09','Stabilized_3~4_Chaos_Upgrader[Normal]'
'1230','iycsg10','Stabilized_3~5_Chaos_Upgrader[Normal]'
'1231','iycsg11','Stabilized_4~6_Chaos_Upgrader[Normal]'
'1232','iycsg12','Stabilized_3~7_Chaos_Upgrader[Normal]'
'1233','iycsg13','Stabilized_4~7_Chaos_Upgrader[Normal]'
'1234','iycsg14','Stabilized_5~7_Chaos_Upgrader[Normal]'
'1235','iycsg15','Stabilized_1~4_Chaos_Upgrader[Normal]'
'1236','iycsg16','Stabilized_1~5_Chaos_Upgrader[Normal]'
'1237','iycsg17','Stabilized_2~4_Chaos_Upgrader[Normal]'
'1238','iycsg18','Stabilized_2~5_Chaos_Upgrader[Normal]'
'1239','iycsg19','Stabilized_2~6_Chaos_Upgrader[Normal]'
'1240','iycsg20','Stabilized_3~6_Chaos_Upgrader[Normal]'
'1241','iycsg21','Stabilized_4~5_Chaos_Upgrader[Normal]'
'1242','iycsg22','Stabilized_5~6_Chaos_Upgrader[Normal]'
'1243','iycsg23','Stabilized_6~7_Chaos_Upgrader[Normal]'
'1244','iycsg24','Stabilized_1~4_Chaos_Upgrader[B_Class]'
'1245','iycsg25','Stabilized_1~5_Chaos_Upgrader[B_Class]'
'1246','iycsg26','Stabilized_2~4_Chaos_Upgrader[B_Class]'
'1247','iycsg27','Stabilized_2~5_Chaos_Upgrader[B_Class]'
'1248','iycsg28','Stabilized_2~6_Chaos_Upgrader[B_Class]'
'1249','iycsg29','Stabilized_3~6_Chaos_Upgrader[B_Class]'
'1250','iycsg30','Stabilized_4~5_Chaos_Upgrader[B_Class]'
'1251','iycsg31','Stabilized_5~6_Chaos_Upgrader[B_Class]'
'1252','iycsg32','Stabilized_6~7_Chaos_Upgrader[B_Class]'
'1253','iycsg33','Stabilized_1~4_Chaos_Upgrader[C_class]'
'1254','iycsg34','Stabilized_1~5_Chaos_Upgrader[C_class]'
'1255','iycsg35','Stabilized_2~4_Chaos_Upgrader[C_class]'
'1256','iycsg36','Stabilized_2~5_Chaos_Upgrader[C_class]'
'1257','iycsg37','Stabilized_2~6_Chaos_Upgrader[C_class]'
'1258','iycsg38','Stabilized_3~6_Chaos_Upgrader[C_class]'
'1259','iycsg39','Stabilized_4~5_Chaos_Upgrader[C_class]'
'1260','iycsg40','Stabilized_5~6_Chaos_Upgrader[C_class]'
'1261','iycsg41','Stabilized_3~4_Chaos_Upgrader[C_class]'
'1262','iycsg42','Stabilized_3~5_Chaos_Upgrader[C_class]'
'1263','iycsg43','Stabilized_4~6_Chaos_Upgrader[C_class]'
'1264','iycsg44','Stabilized_3~7_Chaos_Upgrader[C_class]'
'1265','iycsg45','Stabilized_4~7_Chaos_Upgrader[C_class]'
'1266','iycsg46','Stabilized_5~7_Chaos_Upgrader[C_class]'
'1267','iycsg47','Stabilized_6~7_Chaos_Upgrader[C_class]'
'1268','iyrel04','Complete_Seal_Demount_Charm'
'1269','iytrp01','50Lv_Trap_Exchange'
'1270','iytrp02','50Lv_Trap_Exchange'
'1271','iytrp03','53Lv_Trap_Exchange'
'1272','iytrp04','53Lv_Trap_Exchange'
'1273','iytrp05','55Lv_Trap_Exchange'
'1274','iytrp06','55Lv_Trap_Exchange'
'1275','iybom01','Diamond_Necklace_of_Kalliana_Queen'
'1276','iybom02','Gold_Pig_Statue'
'1277','iybom03','Silver_Pig_Statue'
'1278','iybom04','Universe_Waste'
'1279','iybom05','Waste_Box'
'1280','iybom06','Waste_Box_Piece'
'1281','iybom07','Toilet_Roll'
'1282','iynac01','Name_Card_R'
'1283','iynac02','Name_Card_F'
'1284','iynac03','Name_Card_C'
'1285','iynac04','Name_Card_C'
'1286','iynac05','Name_Card_R'
'1287','iynac06','Name_Card_Co'
'1288','iynac07','Name_Card_ra'
'1289','iynac08','Name_Card_Bel'
'1290','iynac09','Name_Card_la'
'1291','iynac10','Name_Card_to'
'1292','iynac11','Name_Card_A'
'1293','iynac12','Name_Card_cc'
'1294','iynac13','Name_Card_re'
'1295','iynac14','Name_Card_ti'
'1296','iynac15','Name_Card_a'
'1297','iynac16','Name_Card_Ka'
'1298','iynac17','Name_Card_R'
'1299','iynac18','Name_Card_Tel'
'1300','iynac19','Name_Card_la'
'1301','iynac20','Name_Card_No'
'1302','iynac21','Name_Card_Va'
'1303','iynac22','Name_Card_S'
'1304','iynac23','RF_Name_Coupon'
'1305','iynac24','CCR_Name_Coupon'
'1306','iynac25','Cora_Name_Coupon'
'1307','iynac26','Bellato_Name_Coupon'
'1308','iynac27','Accretia_Name_Coupon'
'1309','iynac28','Kartella_Name_Coupon'
'1310','iynac29','Novas_Name_Coupon'
'1311','iyboa01','Vampire_Booster_Ability'
'1312','iyboa02','Pine_Booster_Ability'
'1313','iyboa03','Strength_Booster_Ability'
'1314','iyboa04','Guardian_Booster_Ability'
'1315','iyqst01','DNA_Sampling_A_type'
'1316','iyqst02','DNA_Sampling_B_type'
'1317','iyqst03','DNA_Sampling_C_type'
'1318','iyqst04','DNA_Sampling_D_type'
'1319','iyqst05','DNA_Sampling_E_type'
'1320','iyqst06','DNA_Sampling_F_type'
'1321','iyqst07','DNA_Sampling_G_type'
'1322','iyqst08','DNA_Sampling_H_type'
'1323','iyqst09','DNA_Sampling_I_type'
'1324','iyqst10','DNA_Sampling_J_type'
'1325','iyqen01','Poison_Sample_of_Hook_Brutal'
'1326','iyqen02','Back_Skin_Sample_of_Thunder_Lizard'
'1327','iyqen03','Back_Skin_Sample_of_Tyrant_Lizard'
'1328','iyqen04','Fang_Sample_of_Fang_Splinter'
'1329','iyqen05','Fang_Sample_of_Red_Haired_Splinter'
'1330','iyqen06','Toenail_Sample_of_Red_Fang_Lunker'
'1331','iyqen07','Tongue_Sample_of_Blue_Scale_Klan'
'1332','iyqen08','Tongue_Sample_of_Black_Demolis'
'1333','iyqen09','Wing_Sample_of_Infected_Big_Ratmoth'
'1334','iyqen10','Poison_Sample_of_Sting_Host_Marr'
'1335','iyqsa31','31Lv_Protector_Exchanger[Short_Range](Bellato)'
'1336','iyqsa32','31Lv_Protector_Exchanger[Long_Range](Bellato)'
'1337','iyqsa33','31Lv_Protector_Exchanger[Force](Bellato)'
'1338','iyqsa34','31Lv_Protector_Exchanger[Short_Range](Cora)'
'1339','iyqsa35','31Lv_Protector_Exchanger[Long_Range](Cora)'
'1340','iyqsa36','31Lv_Protector_Exchanger[Force](Cora)'
'1341','iyqsa37','31Lv_Protector_Exchanger[Short_Range](Accretia)'
'1342','iyqsa38','31Lv_Protector_Exchanger[Long_Range](Accretia)'
'1343','iyqsa39','31Lv_Protector_Exchanger[Force](Accretia)'
'1344','iyqsa40','35Lv_Protector_Exchanger[Short_Range](Bellato)'
'1345','iyqsa41','35Lv_Protector_Exchanger[Long_Range](Bellato)'
'1346','iyqsa42','35Lv_Protector_Exchanger[Force](Bellato)'
'1347','iyqsa43','35Lv_Protector_Exchanger[Short_Range](Cora)'
'1348','iyqsa44','35Lv_Protector_Exchanger[Long_Range](Cora)'
'1349','iyqsa45','35Lv_Protector_Exchanger[Force](Cora)'
'1350','iyqsa46','35Lv_Protector_Exchanger[Short_Range](Accretia)'
'1351','iyqsa47','35Lv_Protector_Exchanger[Long_Range](Accretia)'
'1352','iyqsa48','35Lv_Protector_Exchanger[Force](Accretia)'
'1353','iycsg48','35_Training_1~7_Ignorance_Upgrader[B_Class]'
'1354','iycjh14','Advanced_Strength_Superior_Ability'
'1355','iycjh15','Fine_Superior_Ability'
'1356','iycjh16','Strong_Superior_Ability'
'1357','iycjh17','Solid_Superior_Ability'
'1358','iycjh18','Strength_Superior_Ability'
'1359','iycjh19','Protection_Superior_Ability'
'1360','iycjh20','Vampire_Superior_Ability'
'1361','iycjh21','Guardian_Superior_Ability'
'1362','iycjh22','Sharp_Superior_Ability'
'1363','iycjh23','Endurance_Superior_Ability'
'1364','iycud01','Stable_1~4_Favored_Shield_Upgrader[Normal]'
